"Species","Region","Ymi","Ymax","K","Titulo","Title"
"Carangoides orthogrammus","La Ventana",2015,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Carangoides orthogrammus en La Ventana"
"Carangoides orthogrammus","Los Cabos",2015,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Carangoides orthogrammus en Los Cabos"
"Carangoides orthogrammus","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Carangoides orthogrammus en Revillagigedo"
"Caranx caballus","Alto Golfo",2009,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Alto Golfo"
"Caranx caballus","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Bahia Banderas"
"Caranx caballus","Cabo Pulmo",2009,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Cabo Pulmo"
"Caranx caballus","Corredor",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Corredor"
"Caranx caballus","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Huatulco"
"Caranx caballus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Islas Marias"
"Caranx caballus","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en La Paz"
"Caranx caballus","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en La Ventana"
"Caranx caballus","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Loreto"
"Caranx caballus","Los Cabos",2012,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Los Cabos"
"Caranx caballus","Santa Rosalia",2009,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caballus en Santa Rosalia"
"Caranx caninus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caninus en Islas Marias"
"Caranx caninus","Loreto",2015,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caninus en Loreto"
"Caranx caninus","Los Cabos",2014,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx caninus en Los Cabos"
"Caranx lugubris","Cabo Pulmo",2013,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx lugubris en Cabo Pulmo"
"Caranx lugubris","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx lugubris en Revillagigedo"
"Caranx melampygus","Cabo Pulmo",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx melampygus en Cabo Pulmo"
"Caranx melampygus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx melampygus en Islas Marias"
"Caranx melampygus","Los Cabos",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx melampygus en Los Cabos"
"Caranx melampygus","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx melampygus en Revillagigedo"
"Caranx sexfasciatus","Cabo Pulmo",2009,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Cabo Pulmo"
"Caranx sexfasciatus","Corredor",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Corredor"
"Caranx sexfasciatus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Islas Marias"
"Caranx sexfasciatus","La Paz",1999,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en La Paz"
"Caranx sexfasciatus","Loreto",2000,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Loreto"
"Caranx sexfasciatus","Los Cabos",2013,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Los Cabos"
"Caranx sexfasciatus","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx sexfasciatus en Revillagigedo"
"Caranx spp","Alto Golfo",2009,2009,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx spp en Alto Golfo"
"Caranx spp","Cabo Pulmo",2009,2009,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx spp en Cabo Pulmo"
"Caranx spp","Corredor",1998,2004,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx spp en Corredor"
"Caranx spp","La Paz",1999,1999,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx spp en La Paz"
"Caranx spp","Loreto",1999,2000,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caranx spp en Loreto"
"Carcharhinus falciformis","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Carcharhinus falciformis en Revillagigedo"
"Caryophylliidae sp1","Cabo Pulmo",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp1 en Cabo Pulmo"
"Caryophylliidae sp1","Corredor",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp1 en Corredor"
"Caryophylliidae sp1","Islas Marias",2010,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp1 en Islas Marias"
"Caryophylliidae sp1","La Ventana",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp1 en La Ventana"
"Caryophylliidae sp2","Bahia Banderas",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp2 en Bahia Banderas"
"Caryophylliidae sp2","Huatulco",2016,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caryophylliidae sp2 en Huatulco"
"Caulolatilus affinis","Alto Golfo",2008,2009,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caulolatilus affinis en Alto Golfo"
"Caulolatilus spp","La Paz",2001,2001,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Caulolatilus spp en La Paz"
"Centropomus robalito","La Paz",2011,2011,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Centropomus robalito en La Paz"
"Cephalopholis panamensis","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Alto Golfo"
"Cephalopholis panamensis","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Bahia Banderas"
"Cephalopholis panamensis","Cabo Pulmo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Cabo Pulmo"
"Cephalopholis panamensis","Corredor",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Corredor"
"Cephalopholis panamensis","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Huatulco"
"Cephalopholis panamensis","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Islas Marias"
"Cephalopholis panamensis","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en La Paz"
"Cephalopholis panamensis","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en La Ventana"
"Cephalopholis panamensis","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Loreto"
"Cephalopholis panamensis","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Los Cabos"
"Cephalopholis panamensis","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Revillagigedo"
"Cephalopholis panamensis","Santa Rosalia",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cephalopholis panamensis en Santa Rosalia"
"Ceratotrochus franciscana","Alto Golfo",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en Alto Golfo"
"Ceratotrochus franciscana","Corredor",2010,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en Corredor"
"Ceratotrochus franciscana","La Paz",2006,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en La Paz"
"Ceratotrochus franciscana","La Ventana",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en La Ventana"
"Ceratotrochus franciscana","Loreto",2010,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en Loreto"
"Ceratotrochus franciscana","Los Cabos",2012,2012,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en Los Cabos"
"Ceratotrochus franciscana","Santa Rosalia",2009,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus franciscana en Santa Rosalia"
"Ceratotrochus sp1","Bahia Banderas",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus sp1 en Bahia Banderas"
"Ceratotrochus sp1","Loreto",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Ceratotrochus sp1 en Loreto"
"Cerithiidae spp","Alto Golfo",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Alto Golfo"
"Cerithiidae spp","Cabo Pulmo",2015,2015,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Cabo Pulmo"
"Cerithiidae spp","Corredor",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Corredor"
"Cerithiidae spp","La Paz",2009,2014,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en La Paz"
"Cerithiidae spp","La Ventana",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en La Ventana"
"Cerithiidae spp","Loreto",2008,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Loreto"
"Cerithiidae spp","Los Cabos",2015,2015,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Los Cabos"
"Cerithiidae spp","Santa Rosalia",2009,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cerithiidae spp en Santa Rosalia"
"Chaetodipterus zonatus","Cabo Pulmo",2014,2014,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodipterus zonatus en Cabo Pulmo"
"Chaetodipterus zonatus","Corredor",2015,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodipterus zonatus en Corredor"
"Chaetodon humeralis","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Alto Golfo"
"Chaetodon humeralis","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Bahia Banderas"
"Chaetodon humeralis","Cabo Pulmo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Cabo Pulmo"
"Chaetodon humeralis","Corredor",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Corredor"
"Chaetodon humeralis","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Huatulco"
"Chaetodon humeralis","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Islas Marias"
"Chaetodon humeralis","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en La Paz"
"Chaetodon humeralis","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en La Ventana"
"Chaetodon humeralis","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Loreto"
"Chaetodon humeralis","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chaetodon humeralis en Los Cabos"
"Chama sp1","Alto Golfo",2010,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Alto Golfo"
"Chama sp1","Cabo Pulmo",2009,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Cabo Pulmo"
"Chama sp1","Corredor",2006,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Corredor"
"Chama sp1","Huatulco",2016,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Huatulco"
"Chama sp1","La Paz",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en La Paz"
"Chama sp1","La Ventana",2013,2014,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en La Ventana"
"Chama sp1","Loreto",2008,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Loreto"
"Chama sp1","Los Cabos",2010,2014,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Los Cabos"
"Chama sp1","Santa Rosalia",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chama sp1 en Santa Rosalia"
"Chanos chanos","Cabo Pulmo",2009,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chanos chanos en Cabo Pulmo"
"Chanos chanos","Corredor",2015,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chanos chanos en Corredor"
"Chanos chanos","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chanos chanos en Islas Marias"
"Chanos chanos","Los Cabos",2013,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chanos chanos en Los Cabos"
"Chilomycterus reticulatus","Alto Golfo",2005,2005,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en Alto Golfo"
"Chilomycterus reticulatus","Cabo Pulmo",2012,2012,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en Cabo Pulmo"
"Chilomycterus reticulatus","La Paz",1998,1999,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en La Paz"
"Chilomycterus reticulatus","La Ventana",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en La Ventana"
"Chilomycterus reticulatus","Loreto",1998,2001,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en Loreto"
"Chilomycterus reticulatus","Los Cabos",2011,2011,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chilomycterus reticulatus en Los Cabos"
"Chione sp1","Loreto",2010,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chione sp1 en Loreto"
"Chromis alta","Alto Golfo",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis alta en Alto Golfo"
"Chromis alta","Corredor",2010,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis alta en Corredor"
"Chromis alta","Loreto",2012,2012,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis alta en Loreto"
"Chromis alta","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis alta en Revillagigedo"
"Chromis atrilobata","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Alto Golfo"
"Chromis atrilobata","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Bahia Banderas"
"Chromis atrilobata","Cabo Pulmo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Cabo Pulmo"
"Chromis atrilobata","Corredor",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Corredor"
"Chromis atrilobata","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Huatulco"
"Chromis atrilobata","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Islas Marias"
"Chromis atrilobata","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en La Paz"
"Chromis atrilobata","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en La Ventana"
"Chromis atrilobata","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Loreto"
"Chromis atrilobata","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Los Cabos"
"Chromis atrilobata","Santa Rosalia",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis atrilobata en Santa Rosalia"
"Chromis limbaughi","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Alto Golfo"
"Chromis limbaughi","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Bahia Banderas"
"Chromis limbaughi","Cabo Pulmo",2010,2014,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Cabo Pulmo"
"Chromis limbaughi","Corredor",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Corredor"
"Chromis limbaughi","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en La Paz"
"Chromis limbaughi","La Ventana",1999,2015,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en La Ventana"
"Chromis limbaughi","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Loreto"
"Chromis limbaughi","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Los Cabos"
"Chromis limbaughi","Santa Rosalia",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Chromis limbaughi en Santa Rosalia"
"Cirrhithus rivulatus","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Alto Golfo"
"Cirrhithus rivulatus","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Bahia Banderas"
"Cirrhithus rivulatus","Cabo Pulmo",2009,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Cabo Pulmo"
"Cirrhithus rivulatus","Corredor",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Corredor"
"Cirrhithus rivulatus","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Huatulco"
"Cirrhithus rivulatus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Islas Marias"
"Cirrhithus rivulatus","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en La Paz"
"Cirrhithus rivulatus","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en La Ventana"
"Cirrhithus rivulatus","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Loreto"
"Cirrhithus rivulatus","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Los Cabos"
"Cirrhithus rivulatus","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Revillagigedo"
"Cirrhithus rivulatus","Santa Rosalia",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhithus rivulatus en Santa Rosalia"
"Cirrhitichthys oxycephalus","Alto Golfo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Alto Golfo"
"Cirrhitichthys oxycephalus","Bahia Banderas",2013,2013,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Bahia Banderas"
"Cirrhitichthys oxycephalus","Cabo Pulmo",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Cabo Pulmo"
"Cirrhitichthys oxycephalus","Corredor",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Corredor"
"Cirrhitichthys oxycephalus","Huatulco",2016,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Huatulco"
"Cirrhitichthys oxycephalus","Islas Marias",2010,2010,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Islas Marias"
"Cirrhitichthys oxycephalus","La Paz",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en La Paz"
"Cirrhitichthys oxycephalus","La Ventana",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en La Ventana"
"Cirrhitichthys oxycephalus","Loreto",1998,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Loreto"
"Cirrhitichthys oxycephalus","Los Cabos",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Los Cabos"
"Cirrhitichthys oxycephalus","Revillagigedo",2006,2006,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Revillagigedo"
"Cirrhitichthys oxycephalus","Santa Rosalia",1999,2016,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cirrhitichthys oxycephalus en Santa Rosalia"
"Clathrina sp1","Corredor",2014,2014,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Clathrina sp1 en Corredor"
"Clathrina sp1","Loreto",2014,2015,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Clathrina sp1 en Loreto"
"Cliona californiana","Alto Golfo",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cliona californiana en Alto Golfo"
"Cliona californiana","Santa Rosalia",2009,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Cliona californiana en Santa Rosalia"
"Clupea spp","Corredor",2001,2001,"PEC; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Clupea spp en Corredor"
"Columbella sp1","Alto Golfo",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en Alto Golfo"
"Columbella sp1","Corredor",2009,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en Corredor"
"Columbella sp1","La Paz",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en La Paz"
"Columbella sp1","La Ventana",2013,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en La Ventana"
"Columbella sp1","Loreto",2009,2009,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en Loreto"
"Columbella sp1","Santa Rosalia",2009,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp1 en Santa Rosalia"
"Columbella sp2","Islas Marias",2010,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Columbella sp2 en Islas Marias"
"Conus diadema","Revillagigedo",2006,2006,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus diadema en Revillagigedo"
"Conus princeps","Alto Golfo",2010,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Alto Golfo"
"Conus princeps","Cabo Pulmo",2010,2014,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Cabo Pulmo"
"Conus princeps","Corredor",2010,2015,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Corredor"
"Conus princeps","Islas Marias",2010,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Islas Marias"
"Conus princeps","La Paz",2009,2013,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en La Paz"
"Conus princeps","La Ventana",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en La Ventana"
"Conus princeps","Loreto",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Loreto"
"Conus princeps","Los Cabos",2011,2012,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Los Cabos"
"Conus princeps","Santa Rosalia",2010,2010,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus princeps en Santa Rosalia"
"Conus purpurascens","Revillagigedo",2006,2006,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus purpurascens en Revillagigedo"
"Conus spp","Alto Golfo",2009,2016,"INV; Monitoreo; Colecta; Talla; Auundancia","T1","Abundancia de Conus spp en Alto Golfo"
