"","NOMBRE_OFICINA","NOMBRE_PRINCIPAL","Min_Y","Max_Y","DATA.POINTS","LOCALIZACION","Key_Pro","Key_Valor","Uno","dos"
"124","PUERTO MADERO","MOJARRA",2015,2017,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en PUERTO MADERO"
"125","PUERTO PENASCO","ALMEJA",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de ALMEJA en PUERTO PENASCO"
"126","PUERTO PENASCO","MOJARRA",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en PUERTO PENASCO"
"127","PUERTO PENASCO","OSTION",2012,2017,6,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en PUERTO PENASCO"
"128","PUERTO VALLARTA","ATUN",2012,2013,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de ATUN en PUERTO VALLARTA"
"129","PUERTO VALLARTA","BAGRE",2013,2017,4,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de BAGRE en PUERTO VALLARTA"
"130","PUERTO VALLARTA","CAMARON",2012,2015,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en PUERTO VALLARTA"
"131","PUERTO VALLARTA","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en PUERTO VALLARTA"
"132","PUERTO VALLARTA","OSTION",2012,2014,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en PUERTO VALLARTA"
"133","PUNTA ABREOJOS","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en PUNTA ABREOJOS"
"134","RAUDALES MALPASO","MOJARRA",2013,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en RAUDALES MALPASO"
"135","SAHUAYO (COJUMATLAN)","BAGRE",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de BAGRE en SAHUAYO (COJUMATLAN)"
"136","SAHUAYO (COJUMATLAN)","CARPA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CARPA en SAHUAYO (COJUMATLAN)"
"137","SAHUAYO (COJUMATLAN)","MOJARRA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en SAHUAYO (COJUMATLAN)"
"138","SAHUAYO (COJUMATLAN)","PECES DE ORNATO",2016,2016,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de PECES DE ORNATO en SAHUAYO (COJUMATLAN)"
"139","SALINA CRUZ","CAMARON",2017,2017,1,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en SALINA CRUZ"
"140","SALINA CRUZ","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en SALINA CRUZ"
"141","SAN BLAS","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en SAN BLAS"
"142","SAN BLAS","MOJARRA",2014,2017,4,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en SAN BLAS"
"143","SAN CARLOS","JUREL",2014,2017,4,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de JUREL en SAN CARLOS"
"144","SAN CARLOS","OSTION",2015,2017,3,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en SAN CARLOS"
"145","SAN FELIPE","CAMARON",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en SAN FELIPE"
"146","SAN QUINTIN","ALMEJA",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de ALMEJA en SAN QUINTIN"
"147","SAN QUINTIN","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en SAN QUINTIN"
"148","SANTA ROSALIA","CARACOL",2014,2014,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CARACOL en SANTA ROSALIA"
"149","SANTA ROSALIA","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en SANTA ROSALIA"
"150","SANTIAGO IXCUINTLA","CAMARON",2012,2017,3,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en SANTIAGO IXCUINTLA"
"151","SANTIAGO IXCUINTLA","MOJARRA",2015,2017,2,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en SANTIAGO IXCUINTLA"
"152","SANTIAGO IXCUINTLA","OSTION",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en SANTIAGO IXCUINTLA"
"153","TECOMAN","BAGRE",2013,2013,1,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de BAGRE en TECOMAN"
"154","TECOMAN","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en TECOMAN"
"155","TECOMAN","MOJARRA",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TECOMAN"
"156","TECPAN DE GALEANA","CAMARON",2014,2017,4,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en TECPAN DE GALEANA"
"157","TECPAN DE GALEANA","MOJARRA",2015,2017,3,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TECPAN DE GALEANA"
"158","TECUALA","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en TECUALA"
"159","TECUALA","MOJARRA",2015,2015,1,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TECUALA"
"160","TEMAZCAL","MOJARRA",2012,2017,6,"OAXACA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TEMAZCAL"
"161","TEPIC","MOJARRA",2014,2017,4,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TEPIC"
"162","TIJUANA","OTRAS",2012,2012,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OTRAS en TIJUANA"
"163","TONALA","CAMARON",2013,2017,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en TONALA"
"164","TONALA","MOJARRA",2013,2017,2,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TONALA"
"165","TUXPAN","CAMARON",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en TUXPAN"
"166","TUXPAN","MOJARRA",2012,2017,6,"NAYARIT","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TUXPAN"
"167","TUXTLA GUTIERREZ","BAGRE",2014,2014,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de BAGRE en TUXTLA GUTIERREZ"
"168","TUXTLA GUTIERREZ","CARPA",2014,2014,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CARPA en TUXTLA GUTIERREZ"
"169","TUXTLA GUTIERREZ","MOJARRA",2012,2017,6,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en TUXTLA GUTIERREZ"
"170","VILLA DE JESUS MARIA","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OSTION en VILLA DE JESUS MARIA"
"171","VILLA FLORES","MOJARRA",2012,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en VILLA FLORES"
"172","VILLA FLORES","OTRAS",2016,2016,1,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OTRAS en VILLA FLORES"
"173","ZIHUATANEJO","BAGRE",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de BAGRE en ZIHUATANEJO"
"174","ZIHUATANEJO","CAMARON",2015,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CAMARON en ZIHUATANEJO"
"175","ZIHUATANEJO","MOJARRA",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en ZIHUATANEJO"
"176","ZITACUARO","CARPA",2012,2012,1,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de CARPA en ZITACUARO"
"177","ZITACUARO","MOJARRA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de MOJARRA en ZITACUARO"
"178","ZITACUARO","OTRAS",2012,2015,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de OTRAS en ZITACUARO"
"179","ZITACUARO","TRUCHA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionI","Peso desembarcado de TRUCHA en ZITACUARO"
"180","ACAPETAHUA","MOJARRA",2013,2017,5,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en ACAPETAHUA"
"181","ACAPETAHUA","OTRAS",2013,2015,3,"CHIAPAS","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en ACAPETAHUA"
"182","ACAPULCO","CAMARON",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en ACAPULCO"
"183","ACAPULCO","CARACOL",2015,2016,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARACOL en ACAPULCO"
"184","ACAPULCO","CARPA",2015,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARPA en ACAPULCO"
"185","ACAPULCO","MOJARRA",2012,2017,6,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en ACAPULCO"
"186","ACAPULCO","OTRAS",2017,2017,1,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en ACAPULCO"
"187","ACAPULCO","TRUCHA",2016,2017,2,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en ACAPULCO"
"188","BAHIA DE LOS ANGELES","ALMEJA",2017,2017,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en BAHIA DE LOS ANGELES"
"189","BAHIA DE LOS ANGELES","OTRAS",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en BAHIA DE LOS ANGELES"
"190","BAHIA KINO","CAMARON",2012,2016,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en BAHIA KINO"
"191","BAHIA KINO","MOJARRA",2012,2016,3,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en BAHIA KINO"
"192","BAHIA KINO","OSTION",2012,2014,3,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en BAHIA KINO"
"193","BAHIA TORTUGAS","OSTION",2012,2012,1,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en BAHIA TORTUGAS"
"194","BARRA DE NAVIDAD","CAMARON",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en BARRA DE NAVIDAD"
"195","BARRA DE NAVIDAD","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en BARRA DE NAVIDAD"
"196","BARRA DE NAVIDAD","OTRAS",2016,2016,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en BARRA DE NAVIDAD"
"197","CD. ALTAMIRANO","MOJARRA",2012,2017,4,"GUERRERO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en CD. ALTAMIRANO"
"198","CD. CONSTITUCION","OSTION",2012,2017,6,"BAJA CALIFORNIA SUR","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en CD. CONSTITUCION"
"199","CD. OBREGON","CAMARON",2013,2017,5,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en CD. OBREGON"
"200","CD. OBREGON","MOJARRA",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en CD. OBREGON"
"201","CD. OBREGON","OSTION",2016,2017,2,"SONORA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en CD. OBREGON"
"202","CHAPALA","BAGRE",2016,2017,2,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en CHAPALA"
"203","CHAPALA","MOJARRA",2013,2017,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en CHAPALA"
"204","CHAPALA","OTRAS",2016,2016,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en CHAPALA"
"205","COLIMA","BAGRE",2016,2016,1,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en COLIMA"
"206","COLIMA","CAMARON",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en COLIMA"
"207","COLIMA","MOJARRA",2012,2017,6,"COLIMA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en COLIMA"
"208","CUITZEO","MOJARRA",2013,2017,4,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en CUITZEO"
"209","CUITZEO","OTRAS",2013,2017,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en CUITZEO"
"210","CUITZEO","TRUCHA",2012,2017,6,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en CUITZEO"
"211","CULIACAN","ALMEJA",2017,2017,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en CULIACAN"
"212","CULIACAN","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en CULIACAN"
"213","CULIACAN","MOJARRA",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en CULIACAN"
"214","EL FUERTE","BAGRE",2015,2016,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en EL FUERTE"
"215","EL FUERTE","MOJARRA",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en EL FUERTE"
"216","EL FUERTE","OSTION",2016,2016,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en EL FUERTE"
"217","EL RANCHITO (COAHUAYANA)","MOJARRA",2012,2016,5,"MICHOACAN","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en EL RANCHITO (COAHUAYANA)"
"218","EL ROSARIO","ABULON",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ABULON en EL ROSARIO"
"219","EL ROSARIO","CAMARON",2012,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en EL ROSARIO"
"220","EL ROSARIO","LANGOSTA",2016,2017,2,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de LANGOSTA en EL ROSARIO"
"221","EL ROSARIO","LOBINA",2017,2017,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de LOBINA en EL ROSARIO"
"222","EL ROSARIO","MOJARRA",2012,2017,4,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en EL ROSARIO"
"223","EL ROSARIO","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en EL ROSARIO"
"224","EL ROSARIO","OTRAS",2013,2013,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en EL ROSARIO"
"225","ENSENADA","ABULON",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ABULON en ENSENADA"
"226","ENSENADA","ALMEJA",2013,2017,3,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ALMEJA en ENSENADA"
"227","ENSENADA","ATUN",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de ATUN en ENSENADA"
"228","ENSENADA","CORVINA",2013,2017,5,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CORVINA en ENSENADA"
"229","ENSENADA","LOBINA",2013,2017,5,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de LOBINA en ENSENADA"
"230","ENSENADA","OSTION",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en ENSENADA"
"231","ENSENADA","OTRAS",2012,2017,6,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en ENSENADA"
"232","ENSENADA","SARGAZO",2016,2016,1,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de SARGAZO en ENSENADA"
"233","ENSENADA","TRUCHA",2013,2014,2,"BAJA CALIFORNIA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en ENSENADA"
"234","ESCUINAPA","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en ESCUINAPA"
"235","ESCUINAPA","MOJARRA",2013,2017,5,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en ESCUINAPA"
"236","GUADALAJARA","BAGRE",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de BAGRE en GUADALAJARA"
"237","GUADALAJARA","CAMARON",2012,2016,5,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en GUADALAJARA"
"238","GUADALAJARA","CARPA",2012,2012,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CARPA en GUADALAJARA"
"239","GUADALAJARA","MOJARRA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en GUADALAJARA"
"240","GUADALAJARA","OTRAS",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en GUADALAJARA"
"241","GUADALAJARA","PECES DE ORNATO",2017,2017,1,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de PECES DE ORNATO en GUADALAJARA"
"242","GUADALAJARA","TRUCHA",2012,2017,6,"JALISCO","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de TRUCHA en GUADALAJARA"
"243","GUASAVE","CAMARON",2012,2017,6,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de CAMARON en GUASAVE"
"244","GUASAVE","MOJARRA",2014,2017,4,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de MOJARRA en GUASAVE"
"245","GUASAVE","OSTION",2015,2015,1,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OSTION en GUASAVE"
"246","GUASAVE","OTRAS",2015,2017,3,"SINALOA","Produccion; Acuacultura; Cosecha","Produccion; Acuacultura; Cosecha; Valor; Economico","ProduccionII","Peso Vivo de OTRAS en GUASAVE"
