MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
635,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar,Atlantic,Banco Campeche Caribe,Yucatan Peninsula,2010,2015,1,Shapefile,Year,Shapefile,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan(2010-2015),Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
641,"Mapa de conectividad de los manglares del estado de Campeche, 2010.",conectividad;  manglar;  manglares;  2010;  Campeche,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Campeche,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Campeche, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,NA,NA,GOV,Conservation,State,NA,NA,20.3,-90.5349
649,"Mapa de conectividad de los manglares del estado de Quintana Roo, 2010.",conectividad;  manglar;  manglares;  2010;  Quintana Roo,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Quintana Roo,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Quintana Roo, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,19.1817,-80.4791
651,"Mapa de conectividad de los manglares del estado de Tabasco, 2010.",conectividad;  manglar;  manglares;  2010;  Tabasco,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Tabasco,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Tabasco, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
652,"Mapa de conectividad de los manglares del estado de Tamaulipas, 2010.",conectividad;  manglar;  manglares;  2010;  Tamaulipas,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Tamaulipas,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Tamaulipas, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
653,"Mapa de conectividad de los manglares del estado de Veracruz, 2010.",conectividad;  manglar;  manglares;  2010;  Veracruz,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Veracruz,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Veracruz, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,23,-96.5783
654,"Mapa de conectividad de los manglares del estado de Yucatan, 2010.",conectividad;  manglar;  manglares;  2010;  Yucatan,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Yucatan Peninsula,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de conectividad de los manglares del estado de Yucatan, 2010.",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
655,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (1981).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Golfo de Mexico,1981,1981,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (1981).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
656,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2005).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Golfo de Mexico,2005,2005,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2005).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
657,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2010).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar,Atlantic,West Gulf of Mexico,Golfo de Mexico,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2010).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
658,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2015).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO;SMMM,CONABIO; SMMM,1,Manglar,Atlantic,West Gulf of Mexico,Golfo de Mexico,2015,2015,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2015).",Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
670,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (1981).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Peninsula de Yucatan,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Peninsula de Yucatan,1981,1981,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (1981).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
671,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (2005).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Peninsula de Yucatan,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Peninsula de Yucatan,2005,2005,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (2005).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
672,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (2010).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Peninsula de Yucatan,CONABIO,CONABIO,1,Manglar,Atlantic,Banco Campeche Caribe,Yucatan Peninsula,2010,2010,1,Shapefile,Year,Shapefile,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Peninsula de Yucatan (2010).",Catalogo de metadatos geograficos,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,NA,NA,NA,NA
705,Habitat benticos del Parque Nacional Arrecifes de Xcalak,biodiversidad;  arrecife;  habitat;  bentico;  parque nacional;  fondo;  Xcalak,"Hernandez H., et al",CONABIO,1,Xcalak,Atlantic,Banco Campeche Caribe,Xcalak,2010,2010,1,Shapefile,Year,Shapefile,Habitat benticos del Parque Nacional Arrecifes de Xcalak,Catalogo de metadatos geograficos,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
706,Rasgos complementarios del Parque Nacional Arrecifes de Xcalak,biodiversidad;  arrecife;  parque nacional;  Xcalak,"Hernandez H., et al",CONABIO,1,Xcalak,Atlantic,Banco Campeche Caribe,Xcalak,2010,2010,1,Shapefile,Year,Shapefile,Rasgos complementarios del Parque Nacional Arrecifes de Xcalak,Catalogo de metadatos geograficos,2010,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Oceanography,State,NA,NA,NA,NA
707,Batimetria del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,anp;  arrecifes;  coral;  bentos;  cobertura;  bentonica;  comunidades;  coralinas;  corales;  ecosistemas;  costeros;  pastos;  marinos,CONABIO,CONABIO,1,Punta Nizuc-Santa Rosa,Atlantic,Banco Campeche Caribe,Punta Nizuc-Santa Rosa,2016,2016,1,Shapefile,Year,Shapefile,Batimetria del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Oceanography,State,NA,NA,NA,NA
708,"Habitat de arrecifes del Parque Marino Nacional Sistema Arrecifal Veracruzano, Mexico",Arrecife; Veracruz; Parque Marino; Clasificacion,"Acosta-Gonzalez, G., Arias-Gonzalez, J. e.",CONABIO,1,Sistema Arrecifal Veracruzano,Atlantic,West Gulf of Mexico,Sistema Arrecifal Veracruzano,2008,2008,1,Shapefile,Year,Shapefile,"Clasificacion supervisada de habitat de cuatro arrecifes del Parque Marino Nacional Sistema Arrecifal Veracruzano, Mexico",Catalogo de metadatos geograficos,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
709,Cobertura Bentonica del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,habitat;  arrecifes;  coral;  cobertura;  bentica;  relieve; Punta Nizuc-Santa Rosa,CONABIO,CONABIO,1,Punta Nizuc-Santa Rosa,Atlantic,Banco Campeche Caribe,Punta Nizuc-Santa Rosa,2016,2016,1,Shapefile,Year,Shapefile,Cobertura Bentonica del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
710,Habitat bentonico del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,arrecifes;  coral;  piso;  lagunar;  relieve; Punta Nizuc-Santa Rosa,CONABIO,CONABIO,1,Punta Nizuc-Santa Rosa,Atlantic,Banco Campeche Caribe,Punta Nizuc-Santa Rosa,2016,2016,1,Shapefile,Year,Shapefile,Habitat bentonico del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
711,Relieve Submarino del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,arrecifes;  coral;  piso;  lagunar;  relieve; Punta Nizuc-Santa Rosa,CONABIO,CONABIO,1,Punta Nizuc-Santa Rosa,Atlantic,Banco Campeche Caribe,Punta Nizuc-Santa Rosa,2016,2016,1,Shapefile,Year,Shapefile,Relieve Submarino del ecosistema Arrecifal Coralino del Caribe Mexicano: Punta Nizuc-Santa Rosa,Catalogo de metadatos geograficos,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Oceanography,State,NA,NA,NA,NA
712,"Sitios de muestreo de 4 arrecifes del Parque Marino Nacional Sistema Arrecifal Veracruzano y Parque Nacional Arrecife de Puerto Morelos, Mexico.",Arrecife; Veracruz; Parque Marino; Clasificacion; Puerto Morelos,Acosta-Gonzalez; et al,CONABIO,1,Sistema Arrecifal Veracruzano,Atlantic,West Gulf of Mexico,Sistema Arrecifal Veracruzano,2008,2008,1,Shapefile,Year,Shapefile,"Sitios de muestreo de 4 arrecifes del Parque Marino Nacional Sistema Arrecifal Veracruzano y Parque Nacional Arrecife de Puerto Morelos, Mexico.",Catalogo de metadatos geograficos,2008,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
730,Distribucion potencial de Calidris fuscicollis (playero rabadilla-blanca) transito,biodiversidad;  distribucion;  potencial;  aves;  charadriiformes; playero rabadilla-blanca; Calidris fuscicollis,"Navarro, A. G; et al",CONABIO,1,Calidris fuscicollis,Atlantic,NA,Multiple States,2007,2007,1,Shapefile,Year,Shapefile,Calidris fuscicollis (playero rabadilla-blanca) transito,Catalogo de metadatos geograficos,2007,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
738,Distribucion potencial de Tringa semipalmata (playero pihuiui) verano,biodiversidad;  distribucion;  potencial;  aves;  charadriiformes; playero pihuiui Tringa semipalmata; verano,"Navarro, A. G; et al",CONABIO,1,Tringa semipalmata,Atlantic,West Gulf of Mexico,Tamaulipas,2007,2007,1,Shapefile,Year,Shapefile,Tringa semipalmata (playero pihuiui) verano,Catalogo de metadatos geograficos,2007,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
742,Pelecanus erythrorhynchos (pelicano blanco) invierno,Pelecanus erythrorhynchos; biodiversidad;  distribucion;  potencial;  aves;  pelicano; invierno,"Navarro, A. G; et al",CONABIO,1,Pelecanus erythrorhynchos,Atlantic,West Gulf of Mexico,Tamaulipas,2007,2007,1,Shapefile,Year,Shapefile,Pelecanus erythrorhynchos (pelicano blanco) invierno,Catalogo de metadatos geograficos,2007,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
749,Phoenicopterus ruber (flamenco americano) residencia permanente,Phoenicopterus ruber; biodiversidad;  distribucion;  potencial;  aves;  flamenco; residente,"Navarro, A. G; et al",CONABIO,1,Phoenicopterus ruber,Atlantic,Banco Campeche Caribe,Yucatan and Quintana Roo,2007,2007,1,Shapefile,Year,Shapefile,Phoenicopterus ruber (flamenco americano) residencia permanente,Catalogo de metadatos geograficos,2007,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,NA,NA,NA,NA
1195,Precio de Venta de Pescado en Campeche (1998-2016),Precio; Min; Max; Promedio; Venta; Pescado; Campeche,SNIIM,SE,2,Campeche,Atlantic,Banco Campeche Caribe,Campeche,1998,2017,48,Currency,Month,State,Precio de Venta de Pescado en Campeche (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,20.3,-90.5349
1215,Precio de Venta de Pescado en Tamaulipas (1998-2016),Precio; Min; Max; Promedio; Venta; Pescado; Tamaulipas,SNIIM,SE,2,Multiple Especies,Atlantic,West Gulf of Mexico,Tamaulipas,1998,2017,15,Currency,Month,State,Precio de Venta de Pescado en Tamaulipas (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1216,Precio de Venta de Pescado en Veracruz (1998-2016),Precio; Min; Max; Promedio; Venta; Pescado; Veracruz,SNIIM,SE,2,Multiple Especies,Atlantic,West Gulf of Mexico,Veracruz,1998,2017,51,Currency,Month,State,Precio de Venta de Pescado en Veracruz (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,23,-96.5783
1217,Precio de Venta de Pescado en Yucatan (1998-2016),Precio; Min; Max; Promedio; Venta; Pescado; Yucatan,SNIIM,SE,2,Multiple Especies,Atlantic,Banco Campeche Caribe,Yucatan,1998,2017,12,Currency,Month,State,Precio de Venta de Pescado en Yucatan (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1222,"Precio de Venta de Pescado en Punto de Cotizacion CHIS: Tuxtla Gutierrez, Chiapas (1998-2016)",Precio; Min; Max; Promedio; Venta; Pescado; Punto; Cotizacion; Tuxtla,SNIIM,SE,1,Multiple Especies,Atlantic,West Gulf of Mexico,Tuxtla,1998,2017,12,Currency,Month,State,Precio de Venta de Pescado en Yucatan (1998-2016),Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1243,"Precio de Venta de Pescado en Punto de Cotizacion VER: Alvarado, Veracruz (1998-2016)",Precio; Min; Max; Promedio; Venta; Pescado; Punto; Cotizacion; Alvarado,SNIIM,SE,1,Alvarado,Atlantic,West Gulf of Mexico,Alvarado,1998,2017,3,Currency,Month,State,"Precio de Venta de Pescado en Punto de Cotizacion VER: Alvarado, Veracruz (1998-2016)",Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1244,"Precio de Venta de Pescado en Punto de Cotizacion VER: Jalapa, Veracruz (1998-2016)",Precio; Min; Max; Promedio; Venta; Pescado; Punto; Cotizacion; Jalapa; Xalapa,SNIIM,SE,1,Multiple Especies,Atlantic,West Gulf of Mexico,Jalapa,1998,2017,3,Currency,Month,State,"Precio de Venta de Pescado en Punto de Cotizacion VER: Jalapa, Veracruz (1998-2016)",Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1245,"Precio de Venta de Pescado en Punto de Cotizacion VER: Veracruz, Veracruz (1998-2016)",Precio; Min; Max; Promedio; Venta; Pescado; Punto; Cotizacion; Veracruz,SNIIM,SE,1,Multiple Especies,Atlantic,West Gulf of Mexico,Veracruz,1998,2017,15,Currency,Month,State,"Precio de Venta de Pescado en Punto de Cotizacion VER: Veracruz, Veracruz (1998-2016)",Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,23,-96.5783
1246,"Precio de Venta de Pescado en Punto de Cotizacion YUC: Merida, Yucatan (1998-2016)",Precio; Min; Max; Promedio; Venta; Pescado; Punto; Cotizacion; Merida,SNIIM,SE,1,Multiple Especies,Atlantic,Banco Campeche Caribe,Merida,1998,2017,12,Currency,Month,State,"Precio de Venta de Pescado en Punto de Cotizacion YUC: Merida, Yucatan (1998-2016)",Consolidado de Precios de Productos Pesqueros,2016,http://www.economia-sniim.gob.mx/SNIIM-PESCA/Consolidados.asp,NO,NA,SNIIM; info_sniim@economia.gob.mx,GOV,GOV,Fisheries,Benefits,NA,NA,NA,NA
1522,Biodiversity of the Gulf of Mexico (BioGoMx),Biodiversidad; Golfo de Mexico; OBIS; Biota; BioGoMx,Moretzsohn F,OBIS,2,NA,Atlantic,NA,Gulf of Mexico,2010,2010,1,Counts,Year,Gulf of Mexico,Biodiversity of the Gulf of Mexico Database (BioGoMx),Ocean Biogeographic Information System,2010,http://www.iobis.org/explore/#/dataset/1545,NO,NA,NA,Academic,Academic,Conservation,State,NA,NA,NA,NA
1531,Historic Aquaculture Production for Campeche,Campeche; Acuacultura,CONAPESCA,CONAPESCA,1,Campeche,Atlantic,Banco Campeche Caribe,Campeche,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,20.3,-90.5349
1549,Historic Aquaculture Production for Quintana Roo,Quintana Roo; Acuacultura,CONAPESCA,CONAPESCA,1,Multiple Especies,Atlantic,Banco Campeche Caribe,Quintana Roo,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,19.1817,-80.4791
1553,Historic Aquaculture Production for Tabasco,Tabasco; Acuacultura,CONAPESCA,CONAPESCA,1,Multiple Especies,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,NA,NA
1554,Historic Aquaculture Production for Tamaulipas,Tamaulipas; Acuacultura,CONAPESCA,CONAPESCA,1,Multiple Especies,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,NA,NA
1556,Historic Aquaculture Production for Veracruz,Veracruz; Acuacultura,CONAPESCA,CONAPESCA,1,Multiple Especies,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,23,-96.5783
1557,Historic Aquaculture Production for Yucatan,Yucatan; Acuacultura,CONAPESCA,CONAPESCA,1,Multiple Especies,Atlantic,Banco Campeche Caribe,Yucatan,2004,2013,10,Weight,Year,State,"VOLUMEN DE LA PRODUCCION DE ACUACULTURA EN PESO VIVO, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2004-2013",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Aquaculture,Benefits,NA,NA,NA,NA
1608,Embaracaciones Registradas en Campeche 2013,Campeche Embarcaciones; Principales Pesquerias; Total; Nacional; Pesca,CONAPESCA,CONAPESCA,1,Campeche,Atlantic,Banco Campeche Caribe,Campeche,2013,2013,1,Counts,Year,State,"EMBARCACIONES REGISTRADAS POR PRINCIPALES PESQUERIAS, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2013 (UNIDADES)",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
1626,Embaracaciones Registradas en Quintana Roo 2013,Quintana Roo Embarcaciones; Principales Pesquerias; Total; Nacional; Pesca,CONAPESCA,CONAPESCA,1,Embarcaciones,Atlantic,Banco Campeche Caribe,Quintana Roo,2013,2013,1,Counts,Year,State,"EMBARCACIONES REGISTRADAS POR PRINCIPALES PESQUERIAS, SEGUN LITORAL Y ENTIDAD FEDERATIVA, 2013 (UNIDADES)",Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,NA,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Pressure,NA,NA,NA,NA
