"","Scientific name","State/Province","Vernacular name","Min","Max","Inicio","Inicio_I","Key"
"274","Hymenopenaeus","Tabasco","Langostino",1997,1997,"Presencia de Hymenopenaeus en Tabasco","Presencia de Langostino en Tabasco","Abundancia; Ecologia; Bentos; Historico; Langostino"
"275","Hymenopenaeus","Veracruz de Ignacio de la Llave","Langostino",1995,1995,"Presencia de Hymenopenaeus en Veracruz de Ignacio de la Llave","Presencia de Langostino en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Langostino"
"276","Hypoconcha","Campeche","Cangrejo",1984,1984,"Presencia de Hypoconcha en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"277","Hypoconcha","Tamaulipas","Cangrejo",1990,1990,"Presencia de Hypoconcha en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"278","Hypoconcha","Veracruz de Ignacio de la Llave","Cangrejo",1984,1984,"Presencia de Hypoconcha en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"279","Hypoconcha parasitica","Tamaulipas","Cangrejo",1989,1990,"Presencia de Hypoconcha parasitica en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"280","Hypoconcha spinosissima","Tabasco","Cangrejo",1997,1997,"Presencia de Hypoconcha spinosissima en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"281","Hypoconcha spinosissima","Tamaulipas","Cangrejo",1990,1990,"Presencia de Hypoconcha spinosissima en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"282","Iliacantha","Campeche","Cangrejo",1983,1988,"Presencia de Iliacantha en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"283","Iliacantha","Tabasco","Cangrejo",1983,1987,"Presencia de Iliacantha en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"284","Iliacantha","Tamaulipas","Cangrejo",1987,1987,"Presencia de Iliacantha en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"285","Iliacantha","Veracruz de Ignacio de la Llave","Cangrejo",1984,1988,"Presencia de Iliacantha en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"286","Iliacantha","Yucatíçn","Cangrejo",1984,1984,"Presencia de Iliacantha en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"287","Iliacantha liodactylus","Campeche","Cangrejo",1984,1988,"Presencia de Iliacantha liodactylus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"288","Iliacantha liodactylus","Tabasco","Cangrejo",1983,1988,"Presencia de Iliacantha liodactylus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"289","Iliacantha liodactylus","Veracruz de Ignacio de la Llave","Cangrejo",1984,1988,"Presencia de Iliacantha liodactylus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"290","Iliacantha subglobosa","Campeche","Cangrejo",1988,1997,"Presencia de Iliacantha subglobosa en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"291","Iliacantha subglobosa","Tabasco","Cangrejo",1984,1997,"Presencia de Iliacantha subglobosa en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"292","Iliacantha subglobosa","Tamaulipas","Cangrejo",1989,1990,"Presencia de Iliacantha subglobosa en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"293","Iliacantha subglobosa","Veracruz de Ignacio de la Llave","Cangrejo",1988,1997,"Presencia de Iliacantha subglobosa en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"294","Kathetostoma albigutta","Tabasco","Miracielo sargacero,Actinopterigio,",1997,1997,"Presencia de Kathetostoma albigutta en Tabasco","Presencia de Miracielo sargacero,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Miracielo sargacero,Actinopterigio,"
"295","Laemonema","Tabasco","Carbonero,Actinopterigio,",1997,1997,"Presencia de Laemonema en Tabasco","Presencia de Carbonero,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Carbonero,Actinopterigio,"
"296","Laemonema","Veracruz de Ignacio de la Llave","Carbonero,Actinopterigio,",1997,1997,"Presencia de Laemonema en Veracruz de Ignacio de la Llave","Presencia de Carbonero,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Carbonero,Actinopterigio,"
"297","Leiolambrus","Campeche","Cangrejo",1987,1987,"Presencia de Leiolambrus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"298","Leiolambrus nitidus","Campeche","Cangrejo",1987,1988,"Presencia de Leiolambrus nitidus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"299","Leiolambrus nitidus","Tabasco","Cangrejo",1983,1988,"Presencia de Leiolambrus nitidus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"300","Leiolambrus nitidus","Tamaulipas","Cangrejo",1990,1990,"Presencia de Leiolambrus nitidus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"301","Leiolambrus nitidus","Veracruz de Ignacio de la Llave","Cangrejo",1984,1988,"Presencia de Leiolambrus nitidus en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"302","Lepas","Tamaulipas","Percebe",1990,1990,"Presencia de Lepas en Tamaulipas","Presencia de Percebe en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Percebe"
"303","Lepophidium","Campeche","Actinopterigio,Congriperla,",1997,1997,"Presencia de Lepophidium en Campeche","Presencia de Actinopterigio,Congriperla, en Campeche","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla,"
"304","Lepophidium","Tabasco","Actinopterigio,Congriperla,",1988,1997,"Presencia de Lepophidium en Tabasco","Presencia de Actinopterigio,Congriperla, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla,"
"305","Lepophidium","Veracruz de Ignacio de la Llave","Actinopterigio,Congriperla,",1997,1997,"Presencia de Lepophidium en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Congriperla, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla,"
"306","Lepophidium brevibarbe","Tabasco","Actinopterigio,Congriperla clarí_n,",1988,1997,"Presencia de Lepophidium brevibarbe en Tabasco","Presencia de Actinopterigio,Congriperla clarí_n, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla clarí_n,"
"307","Lepophidium brevibarbe","Veracruz de Ignacio de la Llave","Actinopterigio,Congriperla clarí_n,",1988,1988,"Presencia de Lepophidium brevibarbe en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Congriperla clarí_n, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla clarí_n,"
"308","Lepophidium jeannae","Campeche","Actinopterigio,Congriperla jaspeada,",1988,1988,"Presencia de Lepophidium jeannae en Campeche","Presencia de Actinopterigio,Congriperla jaspeada, en Campeche","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla jaspeada,"
"309","Lepophidium profundorum","Tabasco","Actinopterigio,Congriperla amarilla,",1997,1997,"Presencia de Lepophidium profundorum en Tabasco","Presencia de Actinopterigio,Congriperla amarilla, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Congriperla amarilla,"
"310","Leucoraja garmani","Tabasco","Raya,Elasmobranquio,",1997,1997,"Presencia de Leucoraja garmani en Tabasco","Presencia de Raya,Elasmobranquio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Raya,Elasmobranquio,"
"311","Leucoraja lentiginosa","Veracruz de Ignacio de la Llave","Elasmobranquio,Raya pecosa,",1988,1988,"Presencia de Leucoraja lentiginosa en Veracruz de Ignacio de la Llave","Presencia de Elasmobranquio,Raya pecosa, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Elasmobranquio,Raya pecosa,"
"312","Libinia","Campeche","Cangrejo",1984,1984,"Presencia de Libinia en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"313","Libinia","Tabasco","Cangrejo",1984,1984,"Presencia de Libinia en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"314","Libinia","Tamaulipas","Cangrejo",1989,1990,"Presencia de Libinia en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"315","Libinia","Veracruz de Ignacio de la Llave","Cangrejo",1988,1988,"Presencia de Libinia en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"316","Libinia dubia","Campeche","Cangrejo",1994,1994,"Presencia de Libinia dubia en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"317","Libinia dubia","Tamaulipas","Cangrejo",1990,1993,"Presencia de Libinia dubia en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"318","Libinia dubia","Veracruz de Ignacio de la Llave","Cangrejo",1993,1993,"Presencia de Libinia dubia en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"319","Libinia emarginata","Campeche","Cangrejo",1984,1987,"Presencia de Libinia emarginata en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"320","Libinia emarginata","Tabasco","Cangrejo",1984,1984,"Presencia de Libinia emarginata en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"321","Libinia emarginata","Tamaulipas","Cangrejo",1990,1990,"Presencia de Libinia emarginata en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"322","Libinia emarginata","Veracruz de Ignacio de la Llave","Cangrejo",1988,1988,"Presencia de Libinia emarginata en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"323","Libinia rhomboidea","Tamaulipas","Cangrejo",1989,1990,"Presencia de Libinia rhomboidea en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"324","Linckia laevigata","Campeche","Equinodermo,Estrella de mar,",1984,1984,"Presencia de Linckia laevigata en Campeche","Presencia de Equinodermo,Estrella de mar, en Campeche","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"325","Linckia laevigata","Tabasco","Equinodermo,Estrella de mar,",1984,1984,"Presencia de Linckia laevigata en Tabasco","Presencia de Equinodermo,Estrella de mar, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"326","Lirophora latilirata","Campeche","Bivalvo,Molusco,",1987,1987,"Presencia de Lirophora latilirata en Campeche","Presencia de Bivalvo,Molusco, en Campeche","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"327","Lirophora latilirata","Tabasco","Bivalvo,Molusco,",1983,1984,"Presencia de Lirophora latilirata en Tabasco","Presencia de Bivalvo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Bivalvo,Molusco,"
"328","Litopenaeus setiferus","Campeche","Camarí_n",1983,1994,"Presencia de Litopenaeus setiferus en Campeche","Presencia de Camarí_n en Campeche","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"329","Litopenaeus setiferus","Tabasco","Camarí_n",1983,1997,"Presencia de Litopenaeus setiferus en Tabasco","Presencia de Camarí_n en Tabasco","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"330","Litopenaeus setiferus","Tamaulipas","Camarí_n",1990,1990,"Presencia de Litopenaeus setiferus en Tamaulipas","Presencia de Camarí_n en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"331","Litopenaeus setiferus","Veracruz de Ignacio de la Llave","Camarí_n",1983,1995,"Presencia de Litopenaeus setiferus en Veracruz de Ignacio de la Llave","Presencia de Camarí_n en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Camarí_n"
"332","Lobatus gigas","Tamaulipas","Molusco,Gastrí_podo,",1990,1990,"Presencia de Lobatus gigas en Tamaulipas","Presencia de Molusco,Gastrí_podo, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Molusco,Gastrí_podo,"
"333","Lobopilumnus agassizii","Tabasco","Cangrejo",1987,1987,"Presencia de Lobopilumnus agassizii en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"334","Loligo","Campeche","Calamar,Molusco,",1997,1997,"Presencia de Loligo en Campeche","Presencia de Calamar,Molusco, en Campeche","Abundancia; Ecologia; Bentos; Historico; Calamar,Molusco,"
"335","Loligo","Tabasco","Calamar,Molusco,",1988,1997,"Presencia de Loligo en Tabasco","Presencia de Calamar,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Calamar,Molusco,"
"336","Loligo","Veracruz de Ignacio de la Llave","Calamar,Molusco,",1988,1994,"Presencia de Loligo en Veracruz de Ignacio de la Llave","Presencia de Calamar,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Calamar,Molusco,"
"337","Lophiodes reticulatus","Veracruz de Ignacio de la Llave","Actinopterigio,Rape hocicí_n,",1997,1997,"Presencia de Lophiodes reticulatus en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Rape hocicí_n, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Rape hocicí_n,"
"338","Luidia clathrata","Campeche","Equinodermo,Estrella de mar,",1984,1984,"Presencia de Luidia clathrata en Campeche","Presencia de Equinodermo,Estrella de mar, en Campeche","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"339","Luidia clathrata","Tabasco","Equinodermo,Estrella de mar,",1994,1997,"Presencia de Luidia clathrata en Tabasco","Presencia de Equinodermo,Estrella de mar, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"340","Luidia clathrata","Veracruz de Ignacio de la Llave","Equinodermo,Estrella de mar,",1984,1997,"Presencia de Luidia clathrata en Veracruz de Ignacio de la Llave","Presencia de Equinodermo,Estrella de mar, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Equinodermo,Estrella de mar,"
"341","Lutjanus campechanus","Campeche","Actinopterigio,Huachinango del Golfo,",1995,1997,"Presencia de Lutjanus campechanus en Campeche","Presencia de Actinopterigio,Huachinango del Golfo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Huachinango del Golfo,"
"342","Lutjanus campechanus","Tabasco","Actinopterigio,Huachinango del Golfo,",1997,1997,"Presencia de Lutjanus campechanus en Tabasco","Presencia de Actinopterigio,Huachinango del Golfo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Huachinango del Golfo,"
"343","Lutjanus campechanus","Tamaulipas","Actinopterigio,Huachinango del Golfo,",1990,1990,"Presencia de Lutjanus campechanus en Tamaulipas","Presencia de Actinopterigio,Huachinango del Golfo, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Huachinango del Golfo,"
"344","Lyreidus","Tamaulipas","Cangrejo",1990,1990,"Presencia de Lyreidus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"345","Lysirude nitidus","Campeche","Cangrejo",1984,1995,"Presencia de Lysirude nitidus en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"346","Lysirude nitidus","Tabasco","Cangrejo",1984,1995,"Presencia de Lysirude nitidus en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"347","Lysirude nitidus","Tamaulipas","Cangrejo",1990,1990,"Presencia de Lysirude nitidus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"348","Macrocallista","Tabasco","Molusco,Bivalvo,",1983,1983,"Presencia de Macrocallista en Tabasco","Presencia de Molusco,Bivalvo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Bivalvo,"
"349","Macrophthalmus","Tamaulipas","Cangrejo",1990,1990,"Presencia de Macrophthalmus en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"350","Malacocephalus","Veracruz de Ignacio de la Llave","Granadero,Actinopterigio,",1997,1997,"Presencia de Malacocephalus en Veracruz de Ignacio de la Llave","Presencia de Granadero,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Granadero,Actinopterigio,"
"351","Melongena corona","Tabasco","Gastrí_podo,Molusco,",1994,1994,"Presencia de Melongena corona en Tabasco","Presencia de Gastrí_podo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"352","Melongena corona","Tamaulipas","Gastrí_podo,Molusco,",1990,1990,"Presencia de Melongena corona en Tamaulipas","Presencia de Gastrí_podo,Molusco, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"353","Menidia","Tamaulipas","Actinopterigio,Sardina atlíçntica,",1990,1990,"Presencia de Menidia en Tamaulipas","Presencia de Actinopterigio,Sardina atlíçntica, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Sardina atlíçntica,"
"354","Menidia","Veracruz de Ignacio de la Llave","Actinopterigio,Sardina atlíçntica,",1988,1988,"Presencia de Menidia en Veracruz de Ignacio de la Llave","Presencia de Actinopterigio,Sardina atlíçntica, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Sardina atlíçntica,"
"355","Menidia","Yucatíçn","Actinopterigio,Sardina atlíçntica,",1993,1993,"Presencia de Menidia en Yucatíçn","Presencia de Actinopterigio,Sardina atlíçntica, en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Sardina atlíçntica,"
"356","Menticirrhus americanus","Tamaulipas","Berrugato zorro,Actinopterigio,",1990,1990,"Presencia de Menticirrhus americanus en Tamaulipas","Presencia de Berrugato zorro,Actinopterigio, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Berrugato zorro,Actinopterigio,"
"357","Mercenaria","Tabasco","Molusco,Bivalvo,",1984,1984,"Presencia de Mercenaria en Tabasco","Presencia de Molusco,Bivalvo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Bivalvo,"
"358","Mercenaria campechiensis","Campeche","Molusco,Bivalvo,",1987,1987,"Presencia de Mercenaria campechiensis en Campeche","Presencia de Molusco,Bivalvo, en Campeche","Abundancia; Ecologia; Bentos; Historico; Molusco,Bivalvo,"
"359","Mercenaria campechiensis","Tabasco","Molusco,Bivalvo,",1983,1983,"Presencia de Mercenaria campechiensis en Tabasco","Presencia de Molusco,Bivalvo, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Molusco,Bivalvo,"
"360","Mercenaria campechiensis","Veracruz de Ignacio de la Llave","Molusco,Bivalvo,",1987,1988,"Presencia de Mercenaria campechiensis en Veracruz de Ignacio de la Llave","Presencia de Molusco,Bivalvo, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Molusco,Bivalvo,"
"361","Merluccius","Veracruz de Ignacio de la Llave","Merluza,Actinopterigio,",1997,1997,"Presencia de Merluccius en Veracruz de Ignacio de la Llave","Presencia de Merluza,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Merluza,Actinopterigio,"
"362","Mesorhoea sexspinosa","Tamaulipas","Cangrejo",1990,1990,"Presencia de Mesorhoea sexspinosa en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"363","Metoporhaphis calcarata","Tamaulipas","Cangrejo",1989,1989,"Presencia de Metoporhaphis calcarata en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"364","Micropogonias furnieri","Tabasco","Corviní_n rayado,Actinopterigio,",1997,1997,"Presencia de Micropogonias furnieri en Tabasco","Presencia de Corviní_n rayado,Actinopterigio, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Corviní_n rayado,Actinopterigio,"
"365","Micropogonias furnieri","Veracruz de Ignacio de la Llave","Corviní_n rayado,Actinopterigio,",1997,1997,"Presencia de Micropogonias furnieri en Veracruz de Ignacio de la Llave","Presencia de Corviní_n rayado,Actinopterigio, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Corviní_n rayado,Actinopterigio,"
"366","Micropogonias undulatus","Tamaulipas","Actinopterigio,Gurrubata,",1990,1990,"Presencia de Micropogonias undulatus en Tamaulipas","Presencia de Actinopterigio,Gurrubata, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Actinopterigio,Gurrubata,"
"367","Mithrax","Campeche","Cangrejo",1994,1994,"Presencia de Mithrax en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"368","Mithrax","Veracruz de Ignacio de la Llave","Cangrejo",1984,1984,"Presencia de Mithrax en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"369","Mithrax spinosissimus","Yucatíçn","Cangrejo",1983,1983,"Presencia de Mithrax spinosissimus en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"370","Moreiradromia antillensis","Campeche","Cangrejo",1984,1988,"Presencia de Moreiradromia antillensis en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"371","Moreiradromia antillensis","Tamaulipas","Cangrejo",1989,1990,"Presencia de Moreiradromia antillensis en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"372","Moreiradromia antillensis","Yucatíçn","Cangrejo",1984,1984,"Presencia de Moreiradromia antillensis en Yucatíçn","Presencia de Cangrejo en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"373","Munida","Campeche","Langostino",1987,1987,"Presencia de Munida en Campeche","Presencia de Langostino en Campeche","Abundancia; Ecologia; Bentos; Historico; Langostino"
"374","Munida","Tabasco","Langostino",1997,1997,"Presencia de Munida en Tabasco","Presencia de Langostino en Tabasco","Abundancia; Ecologia; Bentos; Historico; Langostino"
"375","Munida","Veracruz de Ignacio de la Llave","Langostino",1984,1997,"Presencia de Munida en Veracruz de Ignacio de la Llave","Presencia de Langostino en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Langostino"
"376","Munida angulata","Tabasco","Langostino",1984,1984,"Presencia de Munida angulata en Tabasco","Presencia de Langostino en Tabasco","Abundancia; Ecologia; Bentos; Historico; Langostino"
"377","Munida iris  iris","Tamaulipas","Langostino",1990,1990,"Presencia de Munida iris  iris en Tamaulipas","Presencia de Langostino en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Langostino"
"378","Munida irrasa","Tabasco","Langostino",1987,1987,"Presencia de Munida irrasa en Tabasco","Presencia de Langostino en Tabasco","Abundancia; Ecologia; Bentos; Historico; Langostino"
"379","Munida irrasa","Veracruz de Ignacio de la Llave","Langostino",1987,1987,"Presencia de Munida irrasa en Veracruz de Ignacio de la Llave","Presencia de Langostino en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Langostino"
"380","Munidopsis","Veracruz de Ignacio de la Llave","Langostino",1995,1997,"Presencia de Munidopsis en Veracruz de Ignacio de la Llave","Presencia de Langostino en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Langostino"
"381","Murex","Campeche","Gastrí_podo,Molusco,",1983,1987,"Presencia de Murex en Campeche","Presencia de Gastrí_podo,Molusco, en Campeche","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"382","Murex","Tabasco","Gastrí_podo,Molusco,",1983,1997,"Presencia de Murex en Tabasco","Presencia de Gastrí_podo,Molusco, en Tabasco","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"383","Murex","Tamaulipas","Gastrí_podo,Molusco,",1989,1993,"Presencia de Murex en Tamaulipas","Presencia de Gastrí_podo,Molusco, en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"384","Murex","Veracruz de Ignacio de la Llave","Gastrí_podo,Molusco,",1984,1994,"Presencia de Murex en Veracruz de Ignacio de la Llave","Presencia de Gastrí_podo,Molusco, en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"385","Murex","Yucatíçn","Gastrí_podo,Molusco,",1984,1984,"Presencia de Murex en Yucatíçn","Presencia de Gastrí_podo,Molusco, en Yucatíçn","Abundancia; Ecologia; Bentos; Historico; Gastrí_podo,Molusco,"
"386","Myropsis","Campeche","Cangrejo",1987,1988,"Presencia de Myropsis en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"387","Myropsis","Tabasco","Cangrejo",1988,1988,"Presencia de Myropsis en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"388","Myropsis","Veracruz de Ignacio de la Llave","Cangrejo",1988,1988,"Presencia de Myropsis en Veracruz de Ignacio de la Llave","Presencia de Cangrejo en Veracruz de Ignacio de la Llave","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"389","Myropsis quinquespinosa","Campeche","Cangrejo",1984,1995,"Presencia de Myropsis quinquespinosa en Campeche","Presencia de Cangrejo en Campeche","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"390","Myropsis quinquespinosa","Tabasco","Cangrejo",1984,1988,"Presencia de Myropsis quinquespinosa en Tabasco","Presencia de Cangrejo en Tabasco","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
"391","Myropsis quinquespinosa","Tamaulipas","Cangrejo",1989,1993,"Presencia de Myropsis quinquespinosa en Tamaulipas","Presencia de Cangrejo en Tamaulipas","Abundancia; Ecologia; Bentos; Historico; Cangrejo"
