MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Notes,Lat,Long
2896,Distribucion de Ulva spinulosa en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Ulva spinulosa,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2897,Distribucion de Ulva taeniata en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Ulva taeniata,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2898,Distribucion de Ulva tanneri en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Ulva tanneri,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2899,Distribucion de Microdictyon palmeri en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Microdictyon palmeri,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2900,Distribucion de Chaetomorpha aerea en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha aerea,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2901,Distribucion de Chaetomorpha antennina en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha antennina,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2902,Distribucion de Chaetomorpha bangioides en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha bangioides,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2903,Distribucion de Chaetomorpha brachygona en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha brachygona,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2904,Distribucion de Chaetomorpha californica en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha californica,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2905,Distribucion de Chaetomorpha cannabina en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha cannabina,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2906,Distribucion de Chaetomorpha clavata en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha clavata,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2907,Distribucion de Chaetomorpha crassa en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha crassa,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2908,Distribucion de Chaetomorpha exposita en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha exposita,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2909,Distribucion de Chaetomorpha gracilis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha gracilis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2910,Distribucion de Chaetomorpha javanica en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha javanica,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2911,Distribucion de Chaetomorpha linoides en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha linoides,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2912,Distribucion de Chaetomorpha linum (O.F. Muller) Kutzing en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha linum (O.F. Muller) Kutzing,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2913,Distribucion de Chaetomorpha minima en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha minima,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2914,Distribucion de Chaetomorpha pachynema en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha pachynema,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2915,Distribucion de Chaetomorpha picquotiana en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha picquotiana,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2916,Distribucion de Chaetomorpha spiralis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Chaetomorpha spiralis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2917,Distribucion de Cladophora albida en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora albida,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2918,Distribucion de Cladophora brasiliana en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora brasiliana,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2919,Distribucion de Cladophora coelothrix en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora coelothrix,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2920,Distribucion de Cladophora columbiana en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora columbiana,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2921,Distribucion de Cladophora crystallina en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora crystallina,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2922,Distribucion de Cladophora flexuosa en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora flexuosa,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2923,Distribucion de Cladophora gracilis en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora gracilis,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2924,Distribucion de Cladophora globulina en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora globulina,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2925,Distribucion de Cladophora glomerata (glomerata) en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora glomerata (glomerata),Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2926,Distribucion de Cladophora glomerata (crassio) en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora glomerata (crassio),Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2927,Distribucion de Cladophora graminea en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora graminea,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2928,Distribucion de Cladophora hesperia en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora hesperia,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
2929,Distribucion de Cladophora inserta en la costa del Pacifico,Distribucion; Alga; Bentos; Bentonica; Catalogo; Chlorophycota,Pedroche et al,UABC,1,Cladophora inserta,Pacific,NA,NA,2005,2005,1,Values,NA,Location,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Chlorophycota,2005,"Francisco F. Pedroche, Paul C. Silva, Luis E. Aguilar Rosas, Kurt M. Dreckmann, Raul Aguilar Rosas. (2005) Catalogo de las Algas Marinas Bentonicas del Pacifico de Mexico. I. Universidad Autonoma de Baja California. Departamento de Editorial Universitaria. ISBN 970-735-017-2",YES,NA,editorial@info.rec.uabc.mx,Academic,Academic,Biology,State,NA,NA,NA,NA
