"Region","Campo","Area","Regions","Key","Title","Keywords"
"Marina Suroeste","Lalail","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Lalail","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Leek","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Leek","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Makech","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Makech","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Manik","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Manik","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","May","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en May","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Men","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Men","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mison","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Mison","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mizton","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Mizton","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nak","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Nak","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Namaca","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Namaca","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nat","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Nat","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nen","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Nen","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Noxal","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Noxal","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Och","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Och","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Onel","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Onel","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Piklis","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Piklis","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Poctli","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Poctli","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pokoch","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Pokoch","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pol","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Pol","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Sinan","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Sinan","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tabscoob","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Tabscoob","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Taratunich","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Taratunich","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tecoalli","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Tecoalli","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Teekit","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Teekit","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Thel","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Thel","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tlacame","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Tlacame","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Toloc","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Toloc","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tsimin","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Tsimin","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tumut","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Tumut","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uchak","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Uchak","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uech","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Uech","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Wayil","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Wayil","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Winak","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Winak","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xanab","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Xanab","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xaxamani","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Xaxamani","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xicope","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Xicope","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xulum","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Xulum","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xux","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Xux","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yaxche","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Yaxche","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yetic","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Yetic","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yum","Pacific","South Pacific","Aceite","Reserva Remanente de Aceite en Yum","Aceite; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Akal","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Akal","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ayatsil","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Ayatsil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Bacab","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Bacab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Baksha","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Baksha","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Balam","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Balam","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chac","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Chac","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chapabil","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Chapabil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ek","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Ek","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ixtoc","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Ixtoc","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kambesah","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Kambesah","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kayab","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Kayab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ku","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Ku","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kutz","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Kutz","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Lum","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Lum","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Maloob","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Maloob","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Mene","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Mene","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nab","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Nab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nohoch","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Nohoch","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Numan","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Numan","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pit","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Pit","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pohp","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Pohp","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Sihil","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Sihil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Takin","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Takin","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tekel","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Tekel","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tson","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Tson","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utan","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Utan","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utsil","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Utsil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zaap","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Zaap","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zazil-Ha","Atlantic","W. G. of Mexico","Condensado","Reserva Remanente de Condensado en Zazil-Ha","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Abkatun","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Abkatun","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Akpul","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Akpul","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alak","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Alak","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Alux","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Alux","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Amoca","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Amoca","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ayin","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Ayin","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Batab","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Batab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Bolontiku","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Bolontiku","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Caan","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Caan","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Che","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Che","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuc","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Chuc","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chuhuk","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Chuhuk","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Chukua","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Chukua","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Citam","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Citam","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Etkal","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Etkal","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hap","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Hap","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hayabil","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Hayabil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hem","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Hem","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Hokchi","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Hokchi","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Homol","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Homol","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ichalkil","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Ichalkil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Isiw","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Isiw","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Itla","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Itla","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Ixtal","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Ixtal","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kab","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kach","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kach","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kanaab","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kanaab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kastelan","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kastelan","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kax","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kax","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kay","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kay","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kix","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kix","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kopo","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kopo","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kuil","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kuil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Kunah","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Kunah","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lakach","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Lakach","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Lalail","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Lalail","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Leek","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Leek","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Makech","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Makech","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Manik","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Manik","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","May","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en May","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Men","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Men","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mison","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Mison","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Mizton","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Mizton","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nak","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Nak","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Namaca","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Namaca","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nat","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Nat","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Nen","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Nen","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Noxal","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Noxal","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Och","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Och","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Onel","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Onel","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Piklis","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Piklis","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Poctli","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Poctli","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pokoch","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Pokoch","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Pol","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Pol","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Sinan","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Sinan","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tabscoob","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Tabscoob","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Taratunich","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Taratunich","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tecoalli","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Tecoalli","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Teekit","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Teekit","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Thel","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Thel","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tlacame","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Tlacame","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Toloc","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Toloc","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tsimin","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Tsimin","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Tumut","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Tumut","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uchak","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Uchak","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Uech","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Uech","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Wayil","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Wayil","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Winak","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Winak","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xanab","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Xanab","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xaxamani","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Xaxamani","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xicope","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Xicope","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xulum","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Xulum","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Xux","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Xux","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yaxche","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Yaxche","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yetic","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Yetic","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Yum","Pacific","South Pacific","Condensado","Reserva Remanente de Condensado en Yum","Condensado; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Akal","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Akal","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ayatsil","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Ayatsil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Bacab","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Bacab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Baksha","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Baksha","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Balam","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Balam","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chac","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Chac","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Chapabil","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Chapabil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ek","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Ek","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ixtoc","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Ixtoc","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kambesah","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Kambesah","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kayab","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Kayab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Ku","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Ku","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Kutz","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Kutz","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Lum","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Lum","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Maloob","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Maloob","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Mene","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Mene","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nab","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Nab","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Nohoch","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Nohoch","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Numan","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Numan","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pit","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Pit","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Pohp","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Pohp","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Sihil","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Sihil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Takin","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Takin","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tekel","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Tekel","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Tson","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Tson","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utan","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Utan","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Utsil","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Utsil","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zaap","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Zaap","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Noreste","Zazil-Ha","Atlantic","W. G. of Mexico","Liquidos","Reserva Remanente de Liquidos de planta en Zazil-Ha","Liquidos; Posible; Probable; Probada; MMb; Barriles"
"Marina Suroeste","Abkatun","Pacific","South Pacific","Liquidos","Reserva Remanente de Liquidos de planta en Abkatun","Liquidos; Posible; Probable; Probada; MMb; Barriles"
