"","Especies","Comun","Sitios","AbundanciaA","AbundanciaB","AbundanciaC","AbundanciaD","Key","TallaI","TallaII","TallaIII","TallaIIII"
"48","Lutjanus analis","Pargo lunar","","Abundancia de Lutjanus analis en Punta Herrero, Sian Kaan","Abundancia de Lutjanus analis en Maria Elena, Sian Kaan","Abundancia de Lutjanus analis en Puerto Morelos","Abundancia de Lutjanus analis en Banco Chinchorro","Pargo lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lutjanus analis en Punta Herrero, Sian Kaan","Talla de Lutjanus analis en Maria Elena, Sian Kaan","Talla de Lutjanus analis en Puerto Morelos","Talla de Lutjanus analis en Banco Chinchorro"
"49","Lutjanus sp.","Pargo","","Abundancia de Lutjanus sp. en Punta Herrero, Sian Kaan","Abundancia de Lutjanus sp. en Maria Elena, Sian Kaan","Abundancia de Lutjanus sp. en Puerto Morelos","Abundancia de Lutjanus sp. en Banco Chinchorro","Pargo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lutjanus sp. en Punta Herrero, Sian Kaan","Talla de Lutjanus sp. en Maria Elena, Sian Kaan","Talla de Lutjanus sp. en Puerto Morelos","Talla de Lutjanus sp. en Banco Chinchorro"
"50","Lutjanus jocu","Pargo lloron","","Abundancia de Lutjanus jocu en Punta Herrero, Sian Kaan","Abundancia de Lutjanus jocu en Maria Elena, Sian Kaan","Abundancia de Lutjanus jocu en Puerto Morelos","Abundancia de Lutjanus jocu en Banco Chinchorro","Pargo lloron Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Lutjanus jocu en Punta Herrero, Sian Kaan","Talla de Lutjanus jocu en Maria Elena, Sian Kaan","Talla de Lutjanus jocu en Puerto Morelos","Talla de Lutjanus jocu en Banco Chinchorro"
"51","Mariposa sp.","Mariposa","","Abundancia de Mariposa sp. en Punta Herrero, Sian Kaan","Abundancia de Mariposa sp. en Maria Elena, Sian Kaan","Abundancia de Mariposa sp. en Puerto Morelos","Abundancia de Mariposa sp. en Banco Chinchorro","Mariposa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mariposa sp. en Punta Herrero, Sian Kaan","Talla de Mariposa sp. en Maria Elena, Sian Kaan","Talla de Mariposa sp. en Puerto Morelos","Talla de Mariposa sp. en Banco Chinchorro"
"52","Melichtys niger","Xcochin negro","","Abundancia de Melichtys niger en Punta Herrero, Sian Kaan","Abundancia de Melichtys niger en Maria Elena, Sian Kaan","Abundancia de Melichtys niger en Puerto Morelos","Abundancia de Melichtys niger en Banco Chinchorro","Xcochin negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Melichtys niger en Punta Herrero, Sian Kaan","Talla de Melichtys niger en Maria Elena, Sian Kaan","Talla de Melichtys niger en Puerto Morelos","Talla de Melichtys niger en Banco Chinchorro"
"53","Microspathodon chrysurus","Damisela cola amarilla","","Abundancia de Microspathodon chrysurus en Punta Herrero, Sian Kaan","Abundancia de Microspathodon chrysurus en Maria Elena, Sian Kaan","Abundancia de Microspathodon chrysurus en Puerto Morelos","Abundancia de Microspathodon chrysurus en Banco Chinchorro","Damisela cola amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Microspathodon chrysurus en Punta Herrero, Sian Kaan","Talla de Microspathodon chrysurus en Maria Elena, Sian Kaan","Talla de Microspathodon chrysurus en Puerto Morelos","Talla de Microspathodon chrysurus en Banco Chinchorro"
"54","Mycteroperca phenax","Escobillo","","Abundancia de Mycteroperca phenax en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca phenax en Maria Elena, Sian Kaan","Abundancia de Mycteroperca phenax en Puerto Morelos","Abundancia de Mycteroperca phenax en Banco Chinchorro","Escobillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca phenax en Punta Herrero, Sian Kaan","Talla de Mycteroperca phenax en Maria Elena, Sian Kaan","Talla de Mycteroperca phenax en Puerto Morelos","Talla de Mycteroperca phenax en Banco Chinchorro"
"55","Mycteroperca bonaci","Abadejo","","Abundancia de Mycteroperca bonaci en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca bonaci en Maria Elena, Sian Kaan","Abundancia de Mycteroperca bonaci en Puerto Morelos","Abundancia de Mycteroperca bonaci en Banco Chinchorro","Abadejo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca bonaci en Punta Herrero, Sian Kaan","Talla de Mycteroperca bonaci en Maria Elena, Sian Kaan","Talla de Mycteroperca bonaci en Puerto Morelos","Talla de Mycteroperca bonaci en Banco Chinchorro"
"56","Mycteroperca tigris","Mero tigre","","Abundancia de Mycteroperca tigris en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca tigris en Maria Elena, Sian Kaan","Abundancia de Mycteroperca tigris en Puerto Morelos","Abundancia de Mycteroperca tigris en Banco Chinchorro","Mero tigre Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca tigris en Punta Herrero, Sian Kaan","Talla de Mycteroperca tigris en Maria Elena, Sian Kaan","Talla de Mycteroperca tigris en Puerto Morelos","Talla de Mycteroperca tigris en Banco Chinchorro"
"57","Mycteroperca interstitialis","Mero boca amarilla","","Abundancia de Mycteroperca interstitialis en Punta Herrero, Sian Kaan","Abundancia de Mycteroperca interstitialis en Maria Elena, Sian Kaan","Abundancia de Mycteroperca interstitialis en Puerto Morelos","Abundancia de Mycteroperca interstitialis en Banco Chinchorro","Mero boca amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mycteroperca interstitialis en Punta Herrero, Sian Kaan","Talla de Mycteroperca interstitialis en Maria Elena, Sian Kaan","Talla de Mycteroperca interstitialis en Puerto Morelos","Talla de Mycteroperca interstitialis en Banco Chinchorro"
"58","Ocyurus chrysurus","Rubia","","Abundancia de Ocyurus chrysurus en Punta Herrero, Sian Kaan","Abundancia de Ocyurus chrysurus en Maria Elena, Sian Kaan","Abundancia de Ocyurus chrysurus en Puerto Morelos","Abundancia de Ocyurus chrysurus en Banco Chinchorro","Rubia Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Ocyurus chrysurus en Punta Herrero, Sian Kaan","Talla de Ocyurus chrysurus en Maria Elena, Sian Kaan","Talla de Ocyurus chrysurus en Puerto Morelos","Talla de Ocyurus chrysurus en Banco Chinchorro"
"59","Pluma sp.","Pluma","","Abundancia de Pluma sp. en Punta Herrero, Sian Kaan","Abundancia de Pluma sp. en Maria Elena, Sian Kaan","Abundancia de Pluma sp. en Puerto Morelos","Abundancia de Pluma sp. en Banco Chinchorro","Pluma Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pluma sp. en Punta Herrero, Sian Kaan","Talla de Pluma sp. en Maria Elena, Sian Kaan","Talla de Pluma sp. en Puerto Morelos","Talla de Pluma sp. en Banco Chinchorro"
"60","Pomacanthus arcuatus","Angel gris","","Abundancia de Pomacanthus arcuatus en Punta Herrero, Sian Kaan","Abundancia de Pomacanthus arcuatus en Maria Elena, Sian Kaan","Abundancia de Pomacanthus arcuatus en Puerto Morelos","Abundancia de Pomacanthus arcuatus en Banco Chinchorro","Angel gris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pomacanthus arcuatus en Punta Herrero, Sian Kaan","Talla de Pomacanthus arcuatus en Maria Elena, Sian Kaan","Talla de Pomacanthus arcuatus en Puerto Morelos","Talla de Pomacanthus arcuatus en Banco Chinchorro"
"61","Pomacanthus paru","Angel frances","","Abundancia de Pomacanthus paru en Punta Herrero, Sian Kaan","Abundancia de Pomacanthus paru en Maria Elena, Sian Kaan","Abundancia de Pomacanthus paru en Puerto Morelos","Abundancia de Pomacanthus paru en Banco Chinchorro","Angel frances Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pomacanthus paru en Punta Herrero, Sian Kaan","Talla de Pomacanthus paru en Maria Elena, Sian Kaan","Talla de Pomacanthus paru en Puerto Morelos","Talla de Pomacanthus paru en Banco Chinchorro"
"62","Pterois volitans/miles","Pez leon","","Abundancia de Pterois volitans/miles en Punta Herrero, Sian Kaan","Abundancia de Pterois volitans/miles en Maria Elena, Sian Kaan","Abundancia de Pterois volitans/miles en Puerto Morelos","Abundancia de Pterois volitans/miles en Banco Chinchorro","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pterois volitans/miles en Punta Herrero, Sian Kaan","Talla de Pterois volitans/miles en Maria Elena, Sian Kaan","Talla de Pterois volitans/miles en Puerto Morelos","Talla de Pterois volitans/miles en Banco Chinchorro"
"63","Scarus coeruleus","Loro azul","","Abundancia de Scarus coeruleus en Punta Herrero, Sian Kaan","Abundancia de Scarus coeruleus en Maria Elena, Sian Kaan","Abundancia de Scarus coeruleus en Puerto Morelos","Abundancia de Scarus coeruleus en Banco Chinchorro","Loro azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus coeruleus en Punta Herrero, Sian Kaan","Talla de Scarus coeruleus en Maria Elena, Sian Kaan","Talla de Scarus coeruleus en Puerto Morelos","Talla de Scarus coeruleus en Banco Chinchorro"
"64","Scarus vetula","Loro bigoton","","Abundancia de Scarus vetula en Punta Herrero, Sian Kaan","Abundancia de Scarus vetula en Maria Elena, Sian Kaan","Abundancia de Scarus vetula en Puerto Morelos","Abundancia de Scarus vetula en Banco Chinchorro","Loro bigoton Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus vetula en Punta Herrero, Sian Kaan","Talla de Scarus vetula en Maria Elena, Sian Kaan","Talla de Scarus vetula en Puerto Morelos","Talla de Scarus vetula en Banco Chinchorro"
"65","Scarus coelestinus","Loro medianoche","","Abundancia de Scarus coelestinus en Punta Herrero, Sian Kaan","Abundancia de Scarus coelestinus en Maria Elena, Sian Kaan","Abundancia de Scarus coelestinus en Puerto Morelos","Abundancia de Scarus coelestinus en Banco Chinchorro","Loro medianoche Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scarus coelestinus en Punta Herrero, Sian Kaan","Talla de Scarus coelestinus en Maria Elena, Sian Kaan","Talla de Scarus coelestinus en Puerto Morelos","Talla de Scarus coelestinus en Banco Chinchorro"
"66","Scomberomorus regalis","Sierra","","Abundancia de Scomberomorus regalis en Punta Herrero, Sian Kaan","Abundancia de Scomberomorus regalis en Maria Elena, Sian Kaan","Abundancia de Scomberomorus regalis en Puerto Morelos","Abundancia de Scomberomorus regalis en Banco Chinchorro","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scomberomorus regalis en Punta Herrero, Sian Kaan","Talla de Scomberomorus regalis en Maria Elena, Sian Kaan","Talla de Scomberomorus regalis en Puerto Morelos","Talla de Scomberomorus regalis en Banco Chinchorro"
"67","Scomberomorus sp.","Sierra","","Abundancia de Scomberomorus sp. en Punta Herrero, Sian Kaan","Abundancia de Scomberomorus sp. en Maria Elena, Sian Kaan","Abundancia de Scomberomorus sp. en Puerto Morelos","Abundancia de Scomberomorus sp. en Banco Chinchorro","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Scomberomorus sp. en Punta Herrero, Sian Kaan","Talla de Scomberomorus sp. en Maria Elena, Sian Kaan","Talla de Scomberomorus sp. en Puerto Morelos","Talla de Scomberomorus sp. en Banco Chinchorro"
"68","Sparisoma viride","Loro lunar","","Abundancia de Sparisoma viride en Punta Herrero, Sian Kaan","Abundancia de Sparisoma viride en Maria Elena, Sian Kaan","Abundancia de Sparisoma viride en Puerto Morelos","Abundancia de Sparisoma viride en Banco Chinchorro","Loro lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sparisoma viride en Punta Herrero, Sian Kaan","Talla de Sparisoma viride en Maria Elena, Sian Kaan","Talla de Sparisoma viride en Puerto Morelos","Talla de Sparisoma viride en Banco Chinchorro"
"69","Sparisoma aurofrenatum","Loro aleta roja","","Abundancia de Sparisoma aurofrenatum en Punta Herrero, Sian Kaan","Abundancia de Sparisoma aurofrenatum en Maria Elena, Sian Kaan","Abundancia de Sparisoma aurofrenatum en Puerto Morelos","Abundancia de Sparisoma aurofrenatum en Banco Chinchorro","Loro aleta roja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sparisoma aurofrenatum en Punta Herrero, Sian Kaan","Talla de Sparisoma aurofrenatum en Maria Elena, Sian Kaan","Talla de Sparisoma aurofrenatum en Puerto Morelos","Talla de Sparisoma aurofrenatum en Banco Chinchorro"
"70","Sphyraena barracuda","Barracuda","","Abundancia de Sphyraena barracuda en Punta Herrero, Sian Kaan","Abundancia de Sphyraena barracuda en Maria Elena, Sian Kaan","Abundancia de Sphyraena barracuda en Puerto Morelos","Abundancia de Sphyraena barracuda en Banco Chinchorro","Barracuda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Sphyraena barracuda en Punta Herrero, Sian Kaan","Talla de Sphyraena barracuda en Maria Elena, Sian Kaan","Talla de Sphyraena barracuda en Puerto Morelos","Talla de Sphyraena barracuda en Banco Chinchorro"
"71","Thalassoma bifasciatum","Vieja cabeza azul","","Abundancia de Thalassoma bifasciatum en Punta Herrero, Sian Kaan","Abundancia de Thalassoma bifasciatum en Maria Elena, Sian Kaan","Abundancia de Thalassoma bifasciatum en Puerto Morelos","Abundancia de Thalassoma bifasciatum en Banco Chinchorro","Vieja cabeza azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Thalassoma bifasciatum en Punta Herrero, Sian Kaan","Talla de Thalassoma bifasciatum en Maria Elena, Sian Kaan","Talla de Thalassoma bifasciatum en Puerto Morelos","Talla de Thalassoma bifasciatum en Banco Chinchorro"
"72","Vieja sp.","Vieja","","Abundancia de Vieja sp. en Punta Herrero, Sian Kaan","Abundancia de Vieja sp. en Maria Elena, Sian Kaan","Abundancia de Vieja sp. en Puerto Morelos","Abundancia de Vieja sp. en Banco Chinchorro","Vieja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Vieja sp. en Punta Herrero, Sian Kaan","Talla de Vieja sp. en Maria Elena, Sian Kaan","Talla de Vieja sp. en Puerto Morelos","Talla de Vieja sp. en Banco Chinchorro"
"73","Xcochin sp.","Xcochin","","Abundancia de Xcochin sp. en Punta Herrero, Sian Kaan","Abundancia de Xcochin sp. en Maria Elena, Sian Kaan","Abundancia de Xcochin sp. en Puerto Morelos","Abundancia de Xcochin sp. en Banco Chinchorro","Xcochin Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Xcochin sp. en Punta Herrero, Sian Kaan","Talla de Xcochin sp. en Maria Elena, Sian Kaan","Talla de Xcochin sp. en Puerto Morelos","Talla de Xcochin sp. en Banco Chinchorro"
"74","Abudefduf troschelii","Mulegino","","Abundancia de Abudefduf troschelii en Punta Herrero, Sian Kaan","Abundancia de Abudefduf troschelii en Maria Elena, Sian Kaan","Abundancia de Abudefduf troschelii en Puerto Morelos","Abundancia de Abudefduf troschelii en Banco Chinchorro","Mulegino Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Abudefduf troschelii en Punta Herrero, Sian Kaan","Talla de Abudefduf troschelii en Maria Elena, Sian Kaan","Talla de Abudefduf troschelii en Puerto Morelos","Talla de Abudefduf troschelii en Banco Chinchorro"
"75","Alphestes immaculatus","Cabrilla rosa","","Abundancia de Alphestes immaculatus en Punta Herrero, Sian Kaan","Abundancia de Alphestes immaculatus en Maria Elena, Sian Kaan","Abundancia de Alphestes immaculatus en Puerto Morelos","Abundancia de Alphestes immaculatus en Banco Chinchorro","Cabrilla rosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Alphestes immaculatus en Punta Herrero, Sian Kaan","Talla de Alphestes immaculatus en Maria Elena, Sian Kaan","Talla de Alphestes immaculatus en Puerto Morelos","Talla de Alphestes immaculatus en Banco Chinchorro"
"76","Anisotremus davidsonii","Canelo","","Abundancia de Anisotremus davidsonii en Punta Herrero, Sian Kaan","Abundancia de Anisotremus davidsonii en Maria Elena, Sian Kaan","Abundancia de Anisotremus davidsonii en Puerto Morelos","Abundancia de Anisotremus davidsonii en Banco Chinchorro","Canelo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Anisotremus davidsonii en Punta Herrero, Sian Kaan","Talla de Anisotremus davidsonii en Maria Elena, Sian Kaan","Talla de Anisotremus davidsonii en Puerto Morelos","Talla de Anisotremus davidsonii en Banco Chinchorro"
"77","Anisotremus interruptus","Burrito/Burro ronco","","Abundancia de Anisotremus interruptus en Punta Herrero, Sian Kaan","Abundancia de Anisotremus interruptus en Maria Elena, Sian Kaan","Abundancia de Anisotremus interruptus en Puerto Morelos","Abundancia de Anisotremus interruptus en Banco Chinchorro","Burrito/Burro ronco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Anisotremus interruptus en Punta Herrero, Sian Kaan","Talla de Anisotremus interruptus en Maria Elena, Sian Kaan","Talla de Anisotremus interruptus en Puerto Morelos","Talla de Anisotremus interruptus en Banco Chinchorro"
"78","Apogon retrosella","Cardenal de Cortes","","Abundancia de Apogon retrosella en Punta Herrero, Sian Kaan","Abundancia de Apogon retrosella en Maria Elena, Sian Kaan","Abundancia de Apogon retrosella en Puerto Morelos","Abundancia de Apogon retrosella en Banco Chinchorro","Cardenal de Cortes Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Apogon retrosella en Punta Herrero, Sian Kaan","Talla de Apogon retrosella en Maria Elena, Sian Kaan","Talla de Apogon retrosella en Puerto Morelos","Talla de Apogon retrosella en Banco Chinchorro"
"79","Balistes polylepis","Cochito","","Abundancia de Balistes polylepis en Punta Herrero, Sian Kaan","Abundancia de Balistes polylepis en Maria Elena, Sian Kaan","Abundancia de Balistes polylepis en Puerto Morelos","Abundancia de Balistes polylepis en Banco Chinchorro","Cochito Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Balistes polylepis en Punta Herrero, Sian Kaan","Talla de Balistes polylepis en Maria Elena, Sian Kaan","Talla de Balistes polylepis en Puerto Morelos","Talla de Balistes polylepis en Banco Chinchorro"
"80","Bodianus diplotaenia","Vieja /  Vieje de piedra","","Abundancia de Bodianus diplotaenia en Punta Herrero, Sian Kaan","Abundancia de Bodianus diplotaenia en Maria Elena, Sian Kaan","Abundancia de Bodianus diplotaenia en Puerto Morelos","Abundancia de Bodianus diplotaenia en Banco Chinchorro","Vieja /  Vieje de piedra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Bodianus diplotaenia en Punta Herrero, Sian Kaan","Talla de Bodianus diplotaenia en Maria Elena, Sian Kaan","Talla de Bodianus diplotaenia en Puerto Morelos","Talla de Bodianus diplotaenia en Banco Chinchorro"
"81","Calamus brachysomus","Mojarra blanca","","Abundancia de Calamus brachysomus en Punta Herrero, Sian Kaan","Abundancia de Calamus brachysomus en Maria Elena, Sian Kaan","Abundancia de Calamus brachysomus en Puerto Morelos","Abundancia de Calamus brachysomus en Banco Chinchorro","Mojarra blanca Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Calamus brachysomus en Punta Herrero, Sian Kaan","Talla de Calamus brachysomus en Maria Elena, Sian Kaan","Talla de Calamus brachysomus en Puerto Morelos","Talla de Calamus brachysomus en Banco Chinchorro"
"82","Canthigaster punctatissima","Botete bonito","","Abundancia de Canthigaster punctatissima en Punta Herrero, Sian Kaan","Abundancia de Canthigaster punctatissima en Maria Elena, Sian Kaan","Abundancia de Canthigaster punctatissima en Puerto Morelos","Abundancia de Canthigaster punctatissima en Banco Chinchorro","Botete bonito Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Canthigaster punctatissima en Punta Herrero, Sian Kaan","Talla de Canthigaster punctatissima en Maria Elena, Sian Kaan","Talla de Canthigaster punctatissima en Puerto Morelos","Talla de Canthigaster punctatissima en Banco Chinchorro"
"83","Cephalopholis panamensis","Cabrilla piedrera / mero panameno / Enjambre","","Abundancia de Cephalopholis panamensis en Punta Herrero, Sian Kaan","Abundancia de Cephalopholis panamensis en Maria Elena, Sian Kaan","Abundancia de Cephalopholis panamensis en Puerto Morelos","Abundancia de Cephalopholis panamensis en Banco Chinchorro","Cabrilla piedrera / mero panameno / Enjambre Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Cephalopholis panamensis en Punta Herrero, Sian Kaan","Talla de Cephalopholis panamensis en Maria Elena, Sian Kaan","Talla de Cephalopholis panamensis en Puerto Morelos","Talla de Cephalopholis panamensis en Banco Chinchorro"
"84","Chaetodon humeralis","Mariposa muneca","","Abundancia de Chaetodon humeralis en Punta Herrero, Sian Kaan","Abundancia de Chaetodon humeralis en Maria Elena, Sian Kaan","Abundancia de Chaetodon humeralis en Puerto Morelos","Abundancia de Chaetodon humeralis en Banco Chinchorro","Mariposa muneca Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Chaetodon humeralis en Punta Herrero, Sian Kaan","Talla de Chaetodon humeralis en Maria Elena, Sian Kaan","Talla de Chaetodon humeralis en Puerto Morelos","Talla de Chaetodon humeralis en Banco Chinchorro"
"85","Chromis atrilobata","Castana cola de tijera","","Abundancia de Chromis atrilobata en Punta Herrero, Sian Kaan","Abundancia de Chromis atrilobata en Maria Elena, Sian Kaan","Abundancia de Chromis atrilobata en Puerto Morelos","Abundancia de Chromis atrilobata en Banco Chinchorro","Castana cola de tijera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Chromis atrilobata en Punta Herrero, Sian Kaan","Talla de Chromis atrilobata en Maria Elena, Sian Kaan","Talla de Chromis atrilobata en Puerto Morelos","Talla de Chromis atrilobata en Banco Chinchorro"
"86","Chromis limbaughi","Castana mexicana","","Abundancia de Chromis limbaughi en Punta Herrero, Sian Kaan","Abundancia de Chromis limbaughi en Maria Elena, Sian Kaan","Abundancia de Chromis limbaughi en Puerto Morelos","Abundancia de Chromis limbaughi en Banco Chinchorro","Castana mexicana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Chromis limbaughi en Punta Herrero, Sian Kaan","Talla de Chromis limbaughi en Maria Elena, Sian Kaan","Talla de Chromis limbaughi en Puerto Morelos","Talla de Chromis limbaughi en Banco Chinchorro"
"87","Cirrhitichthys oxycephalus","Halcon de coral","","Abundancia de Cirrhitichthys oxycephalus en Punta Herrero, Sian Kaan","Abundancia de Cirrhitichthys oxycephalus en Maria Elena, Sian Kaan","Abundancia de Cirrhitichthys oxycephalus en Puerto Morelos","Abundancia de Cirrhitichthys oxycephalus en Banco Chinchorro","Halcon de coral Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Cirrhitichthys oxycephalus en Punta Herrero, Sian Kaan","Talla de Cirrhitichthys oxycephalus en Maria Elena, Sian Kaan","Talla de Cirrhitichthys oxycephalus en Puerto Morelos","Talla de Cirrhitichthys oxycephalus en Banco Chinchorro"
"88","Cirrhitus rivulatus","Chino mero","","Abundancia de Cirrhitus rivulatus en Punta Herrero, Sian Kaan","Abundancia de Cirrhitus rivulatus en Maria Elena, Sian Kaan","Abundancia de Cirrhitus rivulatus en Puerto Morelos","Abundancia de Cirrhitus rivulatus en Banco Chinchorro","Chino mero Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Cirrhitus rivulatus en Punta Herrero, Sian Kaan","Talla de Cirrhitus rivulatus en Maria Elena, Sian Kaan","Talla de Cirrhitus rivulatus en Puerto Morelos","Talla de Cirrhitus rivulatus en Banco Chinchorro"
"89","Dasyatis dipterura","Manta coludo o arenera","","Abundancia de Dasyatis dipterura en Punta Herrero, Sian Kaan","Abundancia de Dasyatis dipterura en Maria Elena, Sian Kaan","Abundancia de Dasyatis dipterura en Puerto Morelos","Abundancia de Dasyatis dipterura en Banco Chinchorro","Manta coludo o arenera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Dasyatis dipterura en Punta Herrero, Sian Kaan","Talla de Dasyatis dipterura en Maria Elena, Sian Kaan","Talla de Dasyatis dipterura en Puerto Morelos","Talla de Dasyatis dipterura en Banco Chinchorro"
"90","Diodon holocanthus","Pez globo / Pez erizo / mapache ","","Abundancia de Diodon holocanthus en Punta Herrero, Sian Kaan","Abundancia de Diodon holocanthus en Maria Elena, Sian Kaan","Abundancia de Diodon holocanthus en Puerto Morelos","Abundancia de Diodon holocanthus en Banco Chinchorro","Pez globo / Pez erizo / mapache  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Diodon holocanthus en Punta Herrero, Sian Kaan","Talla de Diodon holocanthus en Maria Elena, Sian Kaan","Talla de Diodon holocanthus en Puerto Morelos","Talla de Diodon holocanthus en Banco Chinchorro"
"91","Diodon hystrix","Pez erizo picoso","","Abundancia de Diodon hystrix en Punta Herrero, Sian Kaan","Abundancia de Diodon hystrix en Maria Elena, Sian Kaan","Abundancia de Diodon hystrix en Puerto Morelos","Abundancia de Diodon hystrix en Banco Chinchorro","Pez erizo picoso Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Diodon hystrix en Punta Herrero, Sian Kaan","Talla de Diodon hystrix en Maria Elena, Sian Kaan","Talla de Diodon hystrix en Puerto Morelos","Talla de Diodon hystrix en Banco Chinchorro"
"92","Diplobatis ommata","Raya electrica ","","Abundancia de Diplobatis ommata en Punta Herrero, Sian Kaan","Abundancia de Diplobatis ommata en Maria Elena, Sian Kaan","Abundancia de Diplobatis ommata en Puerto Morelos","Abundancia de Diplobatis ommata en Banco Chinchorro","Raya electrica  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Diplobatis ommata en Punta Herrero, Sian Kaan","Talla de Diplobatis ommata en Maria Elena, Sian Kaan","Talla de Diplobatis ommata en Puerto Morelos","Talla de Diplobatis ommata en Banco Chinchorro"
"93","Epinephelus analogus","Cabrilla pinta / Cabrilla pinto","","Abundancia de Epinephelus analogus en Punta Herrero, Sian Kaan","Abundancia de Epinephelus analogus en Maria Elena, Sian Kaan","Abundancia de Epinephelus analogus en Puerto Morelos","Abundancia de Epinephelus analogus en Banco Chinchorro","Cabrilla pinta / Cabrilla pinto Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Epinephelus analogus en Punta Herrero, Sian Kaan","Talla de Epinephelus analogus en Maria Elena, Sian Kaan","Talla de Epinephelus analogus en Puerto Morelos","Talla de Epinephelus analogus en Banco Chinchorro"
"94","Epinephelus labriformis","Cabrilla piedreda","","Abundancia de Epinephelus labriformis en Punta Herrero, Sian Kaan","Abundancia de Epinephelus labriformis en Maria Elena, Sian Kaan","Abundancia de Epinephelus labriformis en Puerto Morelos","Abundancia de Epinephelus labriformis en Banco Chinchorro","Cabrilla piedreda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Epinephelus labriformis en Punta Herrero, Sian Kaan","Talla de Epinephelus labriformis en Maria Elena, Sian Kaan","Talla de Epinephelus labriformis en Puerto Morelos","Talla de Epinephelus labriformis en Banco Chinchorro"
