"","Especie","Region","Comun","Key","Key_I","Esta","Title"
"166","Stenopus hispidus","SAM","Camaron boxeador","Camaron boxeador Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Camaron boxeador Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaB","Abundancia de Stenopus hispidus en Maria Elena, Sian Kaan"
"167","Strombus gigas","SAM","Caracol rosado","Caracol rosado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Caracol rosado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaB","Abundancia de Strombus gigas en Maria Elena, Sian Kaan"
"168","Tripneustes esculentus","SAM","Erizo blanco","Erizo blanco Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaB","Abundancia de Tripneustes esculentus en Maria Elena, Sian Kaan"
"169","Abudefduf saxatilis","SAM","Sargento","Sargento Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sargento Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Abudefduf saxatilis en Puerto Morelos"
"170","Aetobatus narinari","SAM","Raya pinta","Raya pinta Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Raya pinta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Aetobatus narinari en Puerto Morelos"
"171","Anisotremus virginicus","SAM","Margarita","Margarita Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Margarita Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Anisotremus virginicus en Puerto Morelos"
"172","Anisotremus surinamensis","SAM","Chan Kay","Chan Kay Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chan Kay Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Anisotremus surinamensis en Puerto Morelos"
"173","Balistes capriscus","SAM","Xcochin gris","Xcochin gris Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin gris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Balistes capriscus en Puerto Morelos"
"174","Balistes vetula","SAM","Xcochin azul","Xcochin azul Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Balistes vetula en Puerto Morelos"
"175","Bodianus rufus","SAM","Boquinete de arrecife","Boquinete de arrecife Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Boquinete de arrecife Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Bodianus rufus en Puerto Morelos"
"176","Canthidermis sufflamen","SAM","Xcochin blanco","Xcochin blanco Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Canthidermis sufflamen en Puerto Morelos"
"177","Caranx ruber","SAM","Cojinuda","Cojinuda Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cojinuda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Caranx ruber en Puerto Morelos"
"178","Caranx latus","SAM","Jurel ojon","Jurel ojon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Jurel ojon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Caranx latus en Puerto Morelos"
"179","Caranx bartholomaei","SAM","Cojinuda amarilla","Cojinuda amarilla Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cojinuda amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Caranx bartholomaei en Puerto Morelos"
"180","Caranx crysos","SAM","Cojinuda gris","Cojinuda gris Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cojinuda gris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Caranx crysos en Puerto Morelos"
"181","Cephalopholis cruentatus","SAM","Cabrilla de roca","Cabrilla de roca Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cabrilla de roca Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Cephalopholis cruentatus en Puerto Morelos"
"182","Cephalopholis fulva","SAM","Manzanita","Manzanita Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Manzanita Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Cephalopholis fulva en Puerto Morelos"
"183","Epinephelus guttatus","SAM","Cabrilla payaso","Cabrilla payaso Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cabrilla payaso Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Epinephelus guttatus en Puerto Morelos"
"184","Chromis sp.","SAM","Chromis","Chromis Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chromis Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Chromis sp. en Puerto Morelos"
"185","Damisela sp.","SAM","Damisela","Damisela Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Damisela Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Damisela sp. en Puerto Morelos"
"186","Dasyatis americana","SAM","Bala","Bala Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Bala Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Dasyatis americana en Puerto Morelos"
"187","Epinephelus adscensionis","SAM","Cabrilla lunar","Cabrilla lunar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cabrilla lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Epinephelus adscensionis en Puerto Morelos"
"188","Epinephelus striatus","SAM","Mero criollo","Mero criollo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero criollo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Epinephelus striatus en Puerto Morelos"
"189","Epinephelus morio","SAM","Mero mestizo","Mero mestizo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero mestizo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Epinephelus morio en Puerto Morelos"
"190","Gerres cinereus","SAM","Mojarra blanca","Mojarra blanca Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mojarra blanca Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Gerres cinereus en Puerto Morelos"
"191","Ginglymostoma cirratum","SAM","Tiburon gata","Tiburon gata Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Tiburon gata Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Ginglymostoma cirratum en Puerto Morelos"
"192","Gramma loreto","SAM","Mariposa gallo","Mariposa gallo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mariposa gallo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Gramma loreto en Puerto Morelos"
"193","Haemulon flavolineatum","SAM","Doradito","Doradito Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Doradito Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon flavolineatum en Puerto Morelos"
"194","Haemulon plumierii","SAM","Matagato","Matagato Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Matagato Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon plumierii en Puerto Morelos"
"195","Haemulon sciurus","SAM","Chac-chi lineas azules","Chac-chi lineas azules Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chac-chi lineas azules Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon sciurus en Puerto Morelos"
"196","Haemulon aurolineatum","SAM","Zotito","Zotito Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Zotito Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon aurolineatum en Puerto Morelos"
"197","Haemulon album","SAM","Zapatero","Zapatero Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Zapatero Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon album en Puerto Morelos"
"198","Haemulon parra","SAM","Barraza","Barraza Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Barraza Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon parra en Puerto Morelos"
"199","Haemulon melanurum","SAM","Zote","Zote Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Zote Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon melanurum en Puerto Morelos"
"200","Haemulon macrostomun","SAM","Chac-chi de cueva","Chac-chi de cueva Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chac-chi de cueva Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon macrostomun en Puerto Morelos"
"201","Haemulon sp.","SAM","Chac-chi","Chac-chi Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chac-chi Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon sp. en Puerto Morelos"
"202","Haemulon chrysargyreum","SAM","Ronco boca chica","Ronco boca chica Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Ronco boca chica Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon chrysargyreum en Puerto Morelos"
"203","Haemulon carbonarium","SAM","Chac-chi cola negra","Chac-chi cola negra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chac-chi cola negra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon carbonarium en Puerto Morelos"
"204","Haemulon striatum","SAM","Ronco rayado","Ronco rayado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Ronco rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Haemulon striatum en Puerto Morelos"
"205","Holacanthus ciliaris","SAM","Angel reina","Angel reina Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel reina Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Holacanthus ciliaris en Puerto Morelos"
"206","Holacanthus tricolor","SAM","Chabelita tricolor","Chabelita tricolor Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Chabelita tricolor Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Holacanthus tricolor en Puerto Morelos"
"207","Kyphosus sectatrix/incisor","SAM","Cagona","Cagona Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cagona Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Kyphosus sectatrix/incisor en Puerto Morelos"
"208","Lachnolaimus maximus","SAM","Boquinete","Boquinete Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Boquinete Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lachnolaimus maximus en Puerto Morelos"
"209","Lancero sp.","SAM","Cirujanos","Cirujanos Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Cirujanos Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lancero sp. en Puerto Morelos"
"210","Loro sp.","SAM","Loros","Loros Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loros Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Loro sp. en Puerto Morelos"
"211","Lutjanus apodus","SAM","Pargo amarillo","Pargo amarillo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus apodus en Puerto Morelos"
"212","Lutjanus mahogoni","SAM","Pargo ojon","Pargo ojon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo ojon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus mahogoni en Puerto Morelos"
"213","Lutjanus griseus","SAM","Pargo mulato","Pargo mulato Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo mulato Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus griseus en Puerto Morelos"
"214","Lutjanus synagris","SAM","Pargo rayado","Pargo rayado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo rayado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus synagris en Puerto Morelos"
"215","Lutjanus cyanopterus","SAM","Pargo cubera","Pargo cubera Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo cubera Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus cyanopterus en Puerto Morelos"
"216","Lutjanus analis","SAM","Pargo lunar","Pargo lunar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus analis en Puerto Morelos"
"217","Lutjanus sp.","SAM","Pargo","Pargo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus sp. en Puerto Morelos"
"218","Lutjanus jocu","SAM","Pargo lloron","Pargo lloron Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pargo lloron Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Lutjanus jocu en Puerto Morelos"
"219","Mariposa sp.","SAM","Mariposa","Mariposa Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mariposa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Mariposa sp. en Puerto Morelos"
"220","Melichtys niger","SAM","Xcochin negro","Xcochin negro Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Melichtys niger en Puerto Morelos"
"221","Microspathodon chrysurus","SAM","Damisela cola amarilla","Damisela cola amarilla Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Damisela cola amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Microspathodon chrysurus en Puerto Morelos"
"222","Mycteroperca phenax","SAM","Escobillo","Escobillo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Escobillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Mycteroperca phenax en Puerto Morelos"
"223","Mycteroperca bonaci","SAM","Abadejo","Abadejo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Abadejo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Mycteroperca bonaci en Puerto Morelos"
"224","Mycteroperca tigris","SAM","Mero tigre","Mero tigre Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero tigre Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Mycteroperca tigris en Puerto Morelos"
"225","Mycteroperca interstitialis","SAM","Mero boca amarilla","Mero boca amarilla Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Mero boca amarilla Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Mycteroperca interstitialis en Puerto Morelos"
"226","Ocyurus chrysurus","SAM","Rubia","Rubia Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Rubia Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Ocyurus chrysurus en Puerto Morelos"
"227","Pluma sp.","SAM","Pluma","Pluma Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pluma Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Pluma sp. en Puerto Morelos"
"228","Pomacanthus arcuatus","SAM","Angel gris","Angel gris Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel gris Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Pomacanthus arcuatus en Puerto Morelos"
"229","Pomacanthus paru","SAM","Angel frances","Angel frances Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Angel frances Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Pomacanthus paru en Puerto Morelos"
"230","Pterois volitans/miles","SAM","Pez leon","Pez leon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Pterois volitans/miles en Puerto Morelos"
"231","Scarus coeruleus","SAM","Loro azul","Loro azul Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Scarus coeruleus en Puerto Morelos"
"232","Scarus vetula","SAM","Loro bigoton","Loro bigoton Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro bigoton Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Scarus vetula en Puerto Morelos"
"233","Scarus coelestinus","SAM","Loro medianoche","Loro medianoche Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro medianoche Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Scarus coelestinus en Puerto Morelos"
"234","Scomberomorus regalis","SAM","Sierra","Sierra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Scomberomorus regalis en Puerto Morelos"
"235","Scomberomorus sp.","SAM","Sierra","Sierra Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sierra Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Scomberomorus sp. en Puerto Morelos"
"236","Sparisoma viride","SAM","Loro lunar","Loro lunar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro lunar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Sparisoma viride en Puerto Morelos"
"237","Sparisoma aurofrenatum","SAM","Loro aleta roja","Loro aleta roja Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Loro aleta roja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Sparisoma aurofrenatum en Puerto Morelos"
"238","Sphyraena barracuda","SAM","Barracuda","Barracuda Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Barracuda Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Sphyraena barracuda en Puerto Morelos"
"239","Thalassoma bifasciatum","SAM","Vieja cabeza azul","Vieja cabeza azul Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Vieja cabeza azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Thalassoma bifasciatum en Puerto Morelos"
"240","Vieja sp.","SAM","Vieja","Vieja Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Vieja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Vieja sp. en Puerto Morelos"
"241","Xcochin sp.","SAM","Xcochin","Xcochin Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Xcochin Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Xcochin sp. en Puerto Morelos"
"242","Diadema antillarum","SAM","Erizo negro","Erizo negro Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Diadema antillarum en Puerto Morelos"
"243","Eucidaris tribuloides","SAM","Erizo lapiz","Erizo lapiz Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo lapiz Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Eucidaris tribuloides en Puerto Morelos"
"244","Holothuroidea sp.","SAM","Pepino de mar","Pepino de mar Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pepino de mar Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Holothuroidea sp. en Puerto Morelos"
"245","Octopus sp.","SAM","Pulpo","Pulpo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pulpo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Octopus sp. en Puerto Morelos"
"246","Erizo sp.","SAM","Erizo","Erizo Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Erizo sp. en Puerto Morelos"
"247","Panulirus argus","SAM","Langosta espinosa","Langosta espinosa Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Langosta espinosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Panulirus argus en Puerto Morelos"
"248","Panulirus guttatus","SAM","Langosta","Langosta Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Langosta Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Panulirus guttatus en Puerto Morelos"
"249","Pterois volitans","SAM","Pez leon","Pez leon Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Pez leon Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Pterois volitans en Puerto Morelos"
"250","Stenopus hispidus","SAM","Camaron boxeador","Camaron boxeador Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Camaron boxeador Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Stenopus hispidus en Puerto Morelos"
"251","Strombus gigas","SAM","Caracol rosado","Caracol rosado Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Caracol rosado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Strombus gigas en Puerto Morelos"
"252","Tripneustes esculentus","SAM","Erizo blanco","Erizo blanco Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Erizo blanco Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaC","Abundancia de Tripneustes esculentus en Puerto Morelos"
"253","Abudefduf saxatilis","SAM","Sargento","Sargento Abundancia; Ausencia; Presencia; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Sargento Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","AbundanciaD","Abundancia de Abudefduf saxatilis en Banco Chinchorro"
