"","Especie","Region","Comun","Key_T","Key","Titulo","Otro"
"286","Oxyjulis californica","PBC","Senorita","Senorita Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Senorita Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Oxyjulis californica en Ligui, BCS"
"287","Paralabrax clathratus","PBC","Cabrilla sargacera","Cabrilla sargacera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabrilla sargacera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Paralabrax clathratus en Ligui, BCS"
"288","Paralabrax nebulifer","PBC","Verdillo","Verdillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Verdillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Paralabrax nebulifer en Ligui, BCS"
"289","Rhacochilus vacca","PBC","Mojarra muellera","Mojarra muellera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra muellera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Rhacochilus vacca en Ligui, BCS"
"290","Rhinobatos productus","PBC","Guitarra viola","Guitarra viola Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Guitarra viola Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Rhinobatos productus en Ligui, BCS"
"291","Scorpaenichthys marmoratus","PBC","Cabezon","Cabezon Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabezon Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Scorpaenichthys marmoratus en Ligui, BCS"
"292","Sebastes auriculatus","PBC","Rocote moreno","Rocote moreno Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote moreno Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes auriculatus en Ligui, BCS"
"293","Sebastes carnatus","PBC","Rocote amarillo","Rocote amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes carnatus en Ligui, BCS"
"294","Sebastes chrysomelas","PBC","Rocote mulato","Rocote mulato Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote mulato Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes chrysomelas en Ligui, BCS"
"295","Sebastes flavidus","PBC","Rocote cola amarilla","Rocote cola amarilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote cola amarilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes flavidus en Ligui, BCS"
"296","Sebastes rastrelliger","PBC","Rocote olivo","Rocote olivo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote olivo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes rastrelliger en Ligui, BCS"
"297","Sebastes serranoides","PBC","Rocote falsa cabrilla","Rocote falsa cabrilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote falsa cabrilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Sebastes serranoides en Ligui, BCS"
"298","Seastes sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Seastes sp. en Ligui, BCS"
"299","Semicossyphus pulcher","PBC","Vieja californiana","Vieja californiana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja californiana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Semicossyphus pulcher en Ligui, BCS"
"300","Squatina californica","PBC","Angelote del Pacifico","Angelote del Pacifico Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Angelote del Pacifico Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Squatina californica en Ligui, BCS"
"301","Stereolepis gigas","PBC","Mero pescada","Mero pescada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mero pescada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Stereolepis gigas en Ligui, BCS"
"302","Halichoeres semicinctus","PBC","Vieja puntos negros / Senorita roquera","Vieja puntos negros / Senorita roquera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja puntos negros / Senorita roquera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Halichoeres semicinctus en Ligui, BCS"
"303","Mycteroperca jordani","PBC","Baya","Baya Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Baya Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Mycteroperca jordani en Ligui, BCS"
"304","Anthopleura sp.","PBC","Anemona gigante","Anemona gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Anemona gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Anthopleura sp. en Ligui, BCS"
"305","Cancer sp.","PBC","Cangrejo jaiba","Cangrejo jaiba Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo jaiba Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Cancer sp. en Ligui, BCS"
"306","Centrostephanus coronatus","PBC","Erizo corona","Erizo corona Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo corona Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Centrostephanus coronatus en Ligui, BCS"
"307","Crassedoma gigantea","PBC","Almeja de roca","Almeja de roca Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Almeja de roca Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Crassedoma gigantea en Ligui, BCS"
"308","Neobernaya spadicea","PBC","Caracol porcelana","Caracol porcelana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol porcelana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Neobernaya spadicea en Ligui, BCS"
"309","Cypraea sp.","PBC","Caracol","Caracol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Cypraea sp. en Ligui, BCS"
"310","Muricea sp.","PBC","Gorgonido","Gorgonido Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Muricea sp. en Ligui, BCS"
"311","Haliotis corrugata","PBC","Abulon amarillo","Abulon amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Haliotis corrugata en Ligui, BCS"
"312","Haliotis cracherodii","PBC","Abulon negro","Abulon negro Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon negro Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Haliotis cracherodii en Ligui, BCS"
"313","Haliotis fulgens","PBC","Abulon azul","Abulon azul Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon azul Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Haliotis fulgens en Ligui, BCS"
"314","Haliotis rufescens","PBC","Abulon rojo","Abulon rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Haliotis rufescens en Ligui, BCS"
"315","Haliotis sorenseni","PBC","Abulon chino","Abulon chino Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon chino Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Haliotis sorenseni en Ligui, BCS"
"316","Kelletia kelletii","PBC","Caracol tornillo","Caracol tornillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol tornillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Kelletia kelletii en Ligui, BCS"
"317","Leptogorgia chilensis","PBC","Gorgonido rojo","Gorgonido rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Leptogorgia chilensis en Ligui, BCS"
"318","Megastraea turbanica","PBC","Caracol turbina","Caracol turbina Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol turbina Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Megastraea turbanica en Ligui, BCS"
"319","Megastraea undosa","PBC","Caracol undosa","Caracol undosa Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol undosa Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Megastraea undosa en Ligui, BCS"
"320","Loxorhynchus grandis","PBC","Cangrejo arana","Cangrejo arana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo arana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Loxorhynchus grandis en Ligui, BCS"
"321","Megathura crenulata","PBC","Lapa china","Lapa china Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Lapa china Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Megathura crenulata en Ligui, BCS"
"322","Mesocentrotus franciscanus","PBC","Erizo rojo","Erizo rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Mesocentrotus franciscanus en Ligui, BCS"
"323","Muricea californica","PBC","Gorgonido","Gorgonido Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Muricea californica en Ligui, BCS"
"324","Octopus sp.","PBC","Pulpo","Pulpo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pulpo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Octopus sp. en Ligui, BCS"
"325","Panulirus interruptus","PBC","Langosta roja","Langosta roja Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Langosta roja Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Panulirus interruptus en Ligui, BCS"
"326","Parastichopus parvimensis","PBC","Pepino","Pepino Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pepino Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Parastichopus parvimensis en Ligui, BCS"
"327","Patiria miniata","PBC","Estrella muricielago","Estrella muricielago Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella muricielago Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Patiria miniata en Ligui, BCS"
"328","Pisaster giganteus","PBC","Estrella gigante","Estrella gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Pisaster giganteus en Ligui, BCS"
"329","Pycnopodia helianthoides","PBC","Estrella sol","Estrella sol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Estrella sol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Pycnopodia helianthoides en Ligui, BCS"
"330","Strongylocentrotus purpuratus","PBC","Erizo morado","Erizo morado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo morado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaF","Abundancia de Strongylocentrotus purpuratus en Ligui, BCS"
"331","Anisotremus davidsoni","PBC","Sargo rayado","Sargo rayado Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Sargo rayado Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Anisotremus davidsoni en Loreto, BCS"
"332","Caulolatilus princeps","PBC","Pez blanco","Pez blanco Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Pez blanco Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Caulolatilus princeps en Loreto, BCS"
"333","Chromis punctipinnis","PBC","Castaneta herrera","Castaneta herrera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Castaneta herrera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Chromis punctipinnis en Loreto, BCS"
"334","Embiotoca jacksoni","PBC","Mojarra negra","Mojarra negra Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra negra Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Embiotoca jacksoni en Loreto, BCS"
"335","Girella nigricans","PBC","Chopa verde","Chopa verde Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Chopa verde Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Girella nigricans en Loreto, BCS"
"336","Heterodontus francisci","PBC","Tiburon cornudo","Tiburon cornudo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Tiburon cornudo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Heterodontus francisci en Loreto, BCS"
"337","Hypsypops rubicundus","PBC","Garibaldi","Garibaldi Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garibaldi Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Hypsypops rubicundus en Loreto, BCS"
"338","Mycteroperca xenarcha","PBC","Garropa jaspeada","Garropa jaspeada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Garropa jaspeada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Mycteroperca xenarcha en Loreto, BCS"
"339","Mycteroperca sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Mycteroperca sp. en Loreto, BCS"
"340","Ophiodon elongatus","PBC","Molva","Molva Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Molva Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Ophiodon elongatus en Loreto, BCS"
"341","Oxyjulis californica","PBC","Senorita","Senorita Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Senorita Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Oxyjulis californica en Loreto, BCS"
"342","Paralabrax clathratus","PBC","Cabrilla sargacera","Cabrilla sargacera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabrilla sargacera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Paralabrax clathratus en Loreto, BCS"
"343","Paralabrax nebulifer","PBC","Verdillo","Verdillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Verdillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Paralabrax nebulifer en Loreto, BCS"
"344","Rhacochilus vacca","PBC","Mojarra muellera","Mojarra muellera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mojarra muellera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Rhacochilus vacca en Loreto, BCS"
"345","Rhinobatos productus","PBC","Guitarra viola","Guitarra viola Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Guitarra viola Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Rhinobatos productus en Loreto, BCS"
"346","Scorpaenichthys marmoratus","PBC","Cabezon","Cabezon Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cabezon Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Scorpaenichthys marmoratus en Loreto, BCS"
"347","Sebastes auriculatus","PBC","Rocote moreno","Rocote moreno Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote moreno Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes auriculatus en Loreto, BCS"
"348","Sebastes carnatus","PBC","Rocote amarillo","Rocote amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes carnatus en Loreto, BCS"
"349","Sebastes chrysomelas","PBC","Rocote mulato","Rocote mulato Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote mulato Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes chrysomelas en Loreto, BCS"
"350","Sebastes flavidus","PBC","Rocote cola amarilla","Rocote cola amarilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote cola amarilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes flavidus en Loreto, BCS"
"351","Sebastes rastrelliger","PBC","Rocote olivo","Rocote olivo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote olivo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes rastrelliger en Loreto, BCS"
"352","Sebastes serranoides","PBC","Rocote falsa cabrilla","Rocote falsa cabrilla Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Rocote falsa cabrilla Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Sebastes serranoides en Loreto, BCS"
"353","Seastes sp.","PBC",NA,"NA Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","NA Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Seastes sp. en Loreto, BCS"
"354","Semicossyphus pulcher","PBC","Vieja californiana","Vieja californiana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja californiana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Semicossyphus pulcher en Loreto, BCS"
"355","Squatina californica","PBC","Angelote del Pacifico","Angelote del Pacifico Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Angelote del Pacifico Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Squatina californica en Loreto, BCS"
"356","Stereolepis gigas","PBC","Mero pescada","Mero pescada Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Mero pescada Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Stereolepis gigas en Loreto, BCS"
"357","Halichoeres semicinctus","PBC","Vieja puntos negros / Senorita roquera","Vieja puntos negros / Senorita roquera Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Vieja puntos negros / Senorita roquera Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Halichoeres semicinctus en Loreto, BCS"
"358","Mycteroperca jordani","PBC","Baya","Baya Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Baya Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Mycteroperca jordani en Loreto, BCS"
"359","Anthopleura sp.","PBC","Anemona gigante","Anemona gigante Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Anemona gigante Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Anthopleura sp. en Loreto, BCS"
"360","Cancer sp.","PBC","Cangrejo jaiba","Cangrejo jaiba Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Cangrejo jaiba Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Cancer sp. en Loreto, BCS"
"361","Centrostephanus coronatus","PBC","Erizo corona","Erizo corona Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Erizo corona Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Centrostephanus coronatus en Loreto, BCS"
"362","Crassedoma gigantea","PBC","Almeja de roca","Almeja de roca Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Almeja de roca Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Crassedoma gigantea en Loreto, BCS"
"363","Neobernaya spadicea","PBC","Caracol porcelana","Caracol porcelana Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol porcelana Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Neobernaya spadicea en Loreto, BCS"
"364","Cypraea sp.","PBC","Caracol","Caracol Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Cypraea sp. en Loreto, BCS"
"365","Muricea sp.","PBC","Gorgonido","Gorgonido Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Muricea sp. en Loreto, BCS"
"366","Haliotis corrugata","PBC","Abulon amarillo","Abulon amarillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon amarillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Haliotis corrugata en Loreto, BCS"
"367","Haliotis cracherodii","PBC","Abulon negro","Abulon negro Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon negro Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Haliotis cracherodii en Loreto, BCS"
"368","Haliotis fulgens","PBC","Abulon azul","Abulon azul Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon azul Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Haliotis fulgens en Loreto, BCS"
"369","Haliotis rufescens","PBC","Abulon rojo","Abulon rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Haliotis rufescens en Loreto, BCS"
"370","Haliotis sorenseni","PBC","Abulon chino","Abulon chino Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Abulon chino Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Haliotis sorenseni en Loreto, BCS"
"371","Kelletia kelletii","PBC","Caracol tornillo","Caracol tornillo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol tornillo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Kelletia kelletii en Loreto, BCS"
"372","Leptogorgia chilensis","PBC","Gorgonido rojo","Gorgonido rojo Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Gorgonido rojo Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Leptogorgia chilensis en Loreto, BCS"
"373","Megastraea turbanica","PBC","Caracol turbina","Caracol turbina Tallas; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","Caracol turbina Abundancia; Baja California; Baja California Sur; Sonora; Monitoreo, Peces, Invertebrados","AbundanciaG","Abundancia de Megastraea turbanica en Loreto, BCS"
