"","Family","Genero","Especie","Name","Inicio","Key","Inicio_II","Key_II"
"101","","Tomicodon","zebra","Tomicodon zebra","Presencia de Tomicodon zebra en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Tomicodon zebra en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"102","Gobiidae","Aruma","histrio","Aruma histrio","Presencia de Aruma histrio en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Aruma histrio en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"103","","Barbulifer","pantherinus","Barbulifer pantherinus","Presencia de Barbulifer pantherinus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Barbulifer pantherinus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"104","","Bathygobius","ramosus","Bathygobius ramosus","Presencia de Bathygobius ramosus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Bathygobius ramosus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"105","","Chriolepis","cuneata","Chriolepis cuneata","Presencia de Chriolepis cuneata en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Chriolepis cuneata en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"106","","Chriolepis","minutillus","Chriolepis minutillus","Presencia de Chriolepis minutillus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Chriolepis minutillus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"107","","Chriolepis","zebra","Chriolepis zebra","Presencia de Chriolepis zebra en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Chriolepis zebra en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"108","","Coryphopterus","urospilus","Coryphopterus urospilus","Presencia de Coryphopterus urospilus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Coryphopterus urospilus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"109","","Tigrigobius","digueti","Tigrigobius digueti","Presencia de Tigrigobius digueti en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Tigrigobius digueti en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"110","","Tigrigobius","limbaughi","Tigrigobius limbaughi","Presencia de Tigrigobius limbaughi en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Tigrigobius limbaughi en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"111","","Elacatinus","punticulatus","Elacatinus punticulatus","Presencia de Elacatinus punticulatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Elacatinus punticulatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"112","","Gobiosoma","chiqita","Gobiosoma chiqita","Presencia de Gobiosoma chiqita en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gobiosoma chiqita en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"113","","Gobiosoma","paradoxum","Gobiosoma paradoxum","Presencia de Gobiosoma paradoxum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gobiosoma paradoxum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"114","","Gobiosoma","nudum","Gobiosoma nudum","Presencia de Gobiosoma nudum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gobiosoma nudum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"115","","Gobulus","crescentalis","Gobulus crescentalis","Presencia de Gobulus crescentalis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gobulus crescentalis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"116","","Gobulus","hancocki","Gobulus hancocki","Presencia de Gobulus hancocki en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gobulus hancocki en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"117","","Gymneleotris","seminuda","Gymneleotris seminuda","Presencia de Gymneleotris seminuda en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Gymneleotris seminuda en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"118","","Lythrypnus","dalli","Lythrypnus dalli","Presencia de Lythrypnus dalli en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lythrypnus dalli en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"119","","Lythrypnus","pulchellus","Lythrypnus pulchellus","Presencia de Lythrypnus pulchellus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lythrypnus pulchellus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"120","","Pycnomma","semisquamatum","Pycnomma semisquamatum","Presencia de Pycnomma semisquamatum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Pycnomma semisquamatum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"121","Haemulidae","Anisotremus","davidsonii","Anisotremus davidsonii","Presencia de Anisotremus davidsonii en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Anisotremus davidsonii en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"122","","Anisotremus","interruptus","Anisotremus interruptus","Presencia de Anisotremus interruptus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Anisotremus interruptus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"123","","Anisotremus","taeniatus","Anisotremus taeniatus","Presencia de Anisotremus taeniatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Anisotremus taeniatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"124","","Haemulon","flaviguttatum","Haemulon flaviguttatum","Presencia de Haemulon flaviguttatum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon flaviguttatum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"125","","Haemulon","maculicauda","Haemulon maculicauda","Presencia de Haemulon maculicauda en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon maculicauda en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"126","","Haemulon","scudderii","Haemulon scudderii","Presencia de Haemulon scudderii en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon scudderii en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"127","","Haemulon","sexfasciatum","Haemulon sexfasciatum","Presencia de Haemulon sexfasciatum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon sexfasciatum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"128","","Haemulon","steindachneri","Haemulon steindachneri","Presencia de Haemulon steindachneri en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon steindachneri en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"129","","Haemulon","californiensis","Haemulon californiensis","Presencia de Haemulon californiensis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Haemulon californiensis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"130","","Microlepidotus","brevipinnis","Microlepidotus brevipinnis","Presencia de Microlepidotus brevipinnis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Microlepidotus brevipinnis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"131","","Microlepidotus","inornatus","Microlepidotus inornatus","Presencia de Microlepidotus inornatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Microlepidotus inornatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"132","","Orthopristis","chalceus","Orthopristis chalceus","Presencia de Orthopristis chalceus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Orthopristis chalceus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"133","","Orthopristis","cantharinus","Orthopristis cantharinus","Presencia de Orthopristis cantharinus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Orthopristis cantharinus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"134","","Pomadasys","panamensis","Pomadasys panamensis","Presencia de Pomadasys panamensis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Pomadasys panamensis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"135","Hemiramphidae","Hyporhamphus","unifasciatus","Hyporhamphus unifasciatus","Presencia de Hyporhamphus unifasciatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Hyporhamphus unifasciatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"136","Holocentridae","Myripristis","leiognathus","Myripristis leiognathus","Presencia de Myripristis leiognathus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Myripristis leiognathus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"137","","Sargocentron","suborbitalis","Sargocentron suborbitalis","Presencia de Sargocentron suborbitalis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Sargocentron suborbitalis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"138","Kyphosidae","Girella","simplicidens","Girella simplicidens","Presencia de Girella simplicidens en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Girella simplicidens en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"139","","Girella","nigricans","Girella nigricans","Presencia de Girella nigricans en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Girella nigricans en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"140","","Kyphosus","azureus","Kyphosus azureus","Presencia de Kyphosus azureus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Kyphosus azureus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"141","","Kyphosus","analogus","Kyphosus analogus","Presencia de Kyphosus analogus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Kyphosus analogus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"142","","Kyphosus","elegans","Kyphosus elegans","Presencia de Kyphosus elegans en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Kyphosus elegans en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"143","","Kyphosus","ocyurus","Kyphosus ocyurus","Presencia de Kyphosus ocyurus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Kyphosus ocyurus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"144","Labridae","Bodianus","diplotaenia","Bodianus diplotaenia","Presencia de Bodianus diplotaenia en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Bodianus diplotaenia en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"145","","Decodon","melasma","Decodon melasma","Presencia de Decodon melasma en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Decodon melasma en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"146","","Halichoeres","chierchiae","Halichoeres chierchiae","Presencia de Halichoeres chierchiae en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres chierchiae en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"147","","Halichoeres","dispilus","Halichoeres dispilus","Presencia de Halichoeres dispilus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres dispilus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"148","","Halichoeres","melanotis","Halichoeres melanotis","Presencia de Halichoeres melanotis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres melanotis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"149","","Halichoeres","nicholsi","Halichoeres nicholsi","Presencia de Halichoeres nicholsi en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres nicholsi en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"150","","Halichoeres","notospilus","Halichoeres notospilus","Presencia de Halichoeres notospilus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres notospilus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"151","","Halichoeres","semicinctus","Halichoeres semicinctus","Presencia de Halichoeres semicinctus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Halichoeres semicinctus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"152","","Novaculichthys","taeniourus","Novaculichthys taeniourus","Presencia de Novaculichthys taeniourus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Novaculichthys taeniourus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"153","","Semicossyphus","pulcher","Semicossyphus pulcher","Presencia de Semicossyphus pulcher en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Semicossyphus pulcher en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"154","","Stethojulis","bandanensis","Stethojulis bandanensis","Presencia de Stethojulis bandanensis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Stethojulis bandanensis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"155","","Thalassoma","grammaticum","Thalassoma grammaticum","Presencia de Thalassoma grammaticum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Thalassoma grammaticum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"156","","Thalassoma","lucasanum","Thalassoma lucasanum","Presencia de Thalassoma lucasanum en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Thalassoma lucasanum en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"157","","Iniistius","pavo","Iniistius pavo","Presencia de Iniistius pavo en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Iniistius pavo en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"158","Labrisomidae","Cryptotrema","seftoni","Cryptotrema seftoni","Presencia de Cryptotrema seftoni en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Cryptotrema seftoni en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"159","","Exerpes","asper","Exerpes asper","Presencia de Exerpes asper en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Exerpes asper en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"160","","Labrisomus","multiporosus","Labrisomus multiporosus","Presencia de Labrisomus multiporosus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Labrisomus multiporosus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"161","","Labrisomus","striatus","Labrisomus striatus","Presencia de Labrisomus striatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Labrisomus striatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"162","","Labrisomus","xanti","Labrisomus xanti","Presencia de Labrisomus xanti en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Labrisomus xanti en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"163","","Malacoctenus","ebisui","Malacoctenus ebisui","Presencia de Malacoctenus ebisui en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus ebisui en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"164","","Malacoctenus","margaritae","Malacoctenus margaritae","Presencia de Malacoctenus margaritae en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus margaritae en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"165","","Malacoctenus","gigas","Malacoctenus gigas","Presencia de Malacoctenus gigas en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus gigas en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"166","","Malacoctenus","hubbsi","Malacoctenus hubbsi","Presencia de Malacoctenus hubbsi en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus hubbsi en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"167","","Malacoctenus","mexicanus","Malacoctenus mexicanus","Presencia de Malacoctenus mexicanus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus mexicanus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"168","","Malacoctenus","tetranemus","Malacoctenus tetranemus","Presencia de Malacoctenus tetranemus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus tetranemus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"169","","Malacoctenus","zacae","Malacoctenus zacae","Presencia de Malacoctenus zacae en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus zacae en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"170","","Malacoctenus","zonifer","Malacoctenus zonifer","Presencia de Malacoctenus zonifer en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Malacoctenus zonifer en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"171","","Paraclinus","altivelis","Paraclinus altivelis","Presencia de Paraclinus altivelis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Paraclinus altivelis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"172","","Paraclinus","mexicanus","Paraclinus mexicanus","Presencia de Paraclinus mexicanus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Paraclinus mexicanus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"173","","Paraclinus","monophthalmus","Paraclinus monophthalmus","Presencia de Paraclinus monophthalmus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Paraclinus monophthalmus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"174","","Paraclinus","sini","Paraclinus sini","Presencia de Paraclinus sini en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Paraclinus sini en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"175","","Starksia","cremnobates","Starksia cremnobates","Presencia de Starksia cremnobates en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Starksia cremnobates en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"176","","Starksia","grammilaga","Starksia grammilaga","Presencia de Starksia grammilaga en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Starksia grammilaga en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"177","","Starksia","spinipenis","Starksia spinipenis","Presencia de Starksia spinipenis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Starksia spinipenis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"178","","Xenomedea","rhodopyga","Xenomedea rhodopyga","Presencia de Xenomedea rhodopyga en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Xenomedea rhodopyga en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"179","Lutjanidae","Hoplopagrus","guentherii","Hoplopagrus guentherii","Presencia de Hoplopagrus guentherii en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Hoplopagrus guentherii en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"180","","Lutjanus","aratus","Lutjanus aratus","Presencia de Lutjanus aratus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus aratus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"181","","Lutjanus","argentiventris","Lutjanus argentiventris","Presencia de Lutjanus argentiventris en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus argentiventris en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"182","","Lutjanus","colorado","Lutjanus colorado","Presencia de Lutjanus colorado en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus colorado en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"183","","Lutjanus","guttatus","Lutjanus guttatus","Presencia de Lutjanus guttatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus guttatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"184","","Lutjanus","inermis","Lutjanus inermis","Presencia de Lutjanus inermis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus inermis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"185","","Lutjanus","jordani","Lutjanus jordani","Presencia de Lutjanus jordani en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus jordani en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"186","","Lutjanus","novemfasciatus ","Lutjanus novemfasciatus ","Presencia de Lutjanus novemfasciatus  en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus novemfasciatus  en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"187","","Lutjanus","peru","Lutjanus peru","Presencia de Lutjanus peru en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus peru en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"188","","Lutjanus","viridis","Lutjanus viridis","Presencia de Lutjanus viridis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Lutjanus viridis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"189","Malacanthidae","Caulolatilus","affinis","Caulolatilus affinis","Presencia de Caulolatilus affinis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Caulolatilus affinis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"190","","Caulolatilus","hubbsi","Caulolatilus hubbsi","Presencia de Caulolatilus hubbsi en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Caulolatilus hubbsi en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"191","","Caulolatilus","princeps","Caulolatilus princeps","Presencia de Caulolatilus princeps en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Caulolatilus princeps en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"192","Monocanthidae","Aluterus","scriptus","Aluterus scriptus","Presencia de Aluterus scriptus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Aluterus scriptus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"193","","Cantherhines","dumerilii","Cantherhines dumerilii","Presencia de Cantherhines dumerilii en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Cantherhines dumerilii en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"194","Mugilidae","Chaenomugil","proboscideus","Chaenomugil proboscideus","Presencia de Chaenomugil proboscideus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Chaenomugil proboscideus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"195","","Mugil","cephalus","Mugil cephalus","Presencia de Mugil cephalus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Mugil cephalus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"196","","Mugil","curema","Mugil curema","Presencia de Mugil curema en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Mugil curema en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"197","Mullidae","Mulloidichthys","dentatus","Mulloidichthys dentatus","Presencia de Mulloidichthys dentatus en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Mulloidichthys dentatus en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"198","","Pseudupeneus","grandisquamis","Pseudupeneus grandisquamis","Presencia de Pseudupeneus grandisquamis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Pseudupeneus grandisquamis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"199","Muraenidae","Anarchias","galapagensis","Anarchias galapagensis","Presencia de Anarchias galapagensis en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Anarchias galapagensis en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"200","","Echidna","nebulosa","Echidna nebulosa","Presencia de Echidna nebulosa en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Echidna nebulosa en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
"201","","Echidna","nocturna","Echidna nocturna","Presencia de Echidna nocturna en el Golfo de California","Abundancia; Peces; Vertebrados; Presencia; Ausencia","Diversidad Funccional de Echidna nocturna en el Golfo de California","Nicho; Funcional; Redundancia; Peces; Vertebrados"
