"","Especie","KeyA","KeyB","Registro_A","Registro_B"
"99","Petrospongium rugosum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Petrospongium rugosum en la costa del Pacifico","Primer registro  Petrospongium rugosum en la costa del Pacifico"
"100","Halothrix lumbricalis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Halothrix lumbricalis en la costa del Pacifico","Primer registro  Halothrix lumbricalis en la costa del Pacifico"
"101","Hecatonema streblonematoides","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Hecatonema streblonematoides en la costa del Pacifico","Primer registro  Hecatonema streblonematoides en la costa del Pacifico"
"102","Nemacystus brandegeei","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Nemacystus brandegeei en la costa del Pacifico","Primer registro  Nemacystus brandegeei en la costa del Pacifico"
"103","Chnoospora implexa","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Chnoospora implexa en la costa del Pacifico","Primer registro  Chnoospora implexa en la costa del Pacifico"
"104","Chnoospora minima","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Chnoospora minima en la costa del Pacifico","Primer registro  Chnoospora minima en la costa del Pacifico"
"105","Chnoospora pannosa","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Chnoospora pannosa en la costa del Pacifico","Primer registro  Chnoospora pannosa en la costa del Pacifico"
"106","Colpomenia peregrina","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia peregrina en la costa del Pacifico","Primer registro  Colpomenia peregrina en la costa del Pacifico"
"107","Colpomenia phaeodactyla","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia phaeodactyla en la costa del Pacifico","Primer registro  Colpomenia phaeodactyla en la costa del Pacifico"
"108","Colpomenia ramosa","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia ramosa en la costa del Pacifico","Primer registro  Colpomenia ramosa en la costa del Pacifico"
"109","Colpomenia sinuosa (sinuosa)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia sinuosa (sinuosa) en la costa del Pacifico","Primer registro  Colpomenia sinuosa (sinuosa) en la costa del Pacifico"
"110","Colpomenia sinuosa (expansa)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia sinuosa (expansa) en la costa del Pacifico","Primer registro  Colpomenia sinuosa (expansa) en la costa del Pacifico"
"111","Colpomenia tuberculata","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Colpomenia tuberculata en la costa del Pacifico","Primer registro  Colpomenia tuberculata en la costa del Pacifico"
"112","Compsonema immixtum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Compsonema immixtum en la costa del Pacifico","Primer registro  Compsonema immixtum en la costa del Pacifico"
"113","Compsonema intricatum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Compsonema intricatum en la costa del Pacifico","Primer registro  Compsonema intricatum en la costa del Pacifico"
"114","Compsonema secundum (secundum)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Compsonema secundum (secundum) en la costa del Pacifico","Primer registro  Compsonema secundum (secundum) en la costa del Pacifico"
"115","Compsonema secundum (terminale)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Compsonema secundum (terminale) en la costa del Pacifico","Primer registro  Compsonema secundum (terminale) en la costa del Pacifico"
"116","Compsonema serpens","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Compsonema serpens en la costa del Pacifico","Primer registro  Compsonema serpens en la costa del Pacifico"
"117","Hydroclathrus clathratus","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Hydroclathrus clathratus en la costa del Pacifico","Primer registro  Hydroclathrus clathratus en la costa del Pacifico"
"118","Petalonia binghamiae","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Petalonia binghamiae en la costa del Pacifico","Primer registro  Petalonia binghamiae en la costa del Pacifico"
"119","Petalonia fascia","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Petalonia fascia en la costa del Pacifico","Primer registro  Petalonia fascia en la costa del Pacifico"
"120","Rosenvingea antillarum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Rosenvingea antillarum en la costa del Pacifico","Primer registro  Rosenvingea antillarum en la costa del Pacifico"
"121","Rosenvingea intricata","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Rosenvingea intricata en la costa del Pacifico","Primer registro  Rosenvingea intricata en la costa del Pacifico"
"122","Rosenvingea sanctae-crucis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Rosenvingea sanctae-crucis en la costa del Pacifico","Primer registro  Rosenvingea sanctae-crucis en la costa del Pacifico"
"123","Scytosiphon dotyi","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Scytosiphon dotyi en la costa del Pacifico","Primer registro  Scytosiphon dotyi en la costa del Pacifico"
"124","Scytosiphon gracilis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Scytosiphon gracilis en la costa del Pacifico","Primer registro  Scytosiphon gracilis en la costa del Pacifico"
"125","Scytosiphon lomentaria","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Scytosiphon lomentaria en la costa del Pacifico","Primer registro  Scytosiphon lomentaria en la costa del Pacifico"
"126","Stragularia clavata","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Stragularia clavata en la costa del Pacifico","Primer registro  Stragularia clavata en la costa del Pacifico"
"127","Coilodesme californica","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Coilodesme californica en la costa del Pacifico","Primer registro  Coilodesme californica en la costa del Pacifico"
"128","Coilodesme rigida","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Coilodesme rigida en la costa del Pacifico","Primer registro  Coilodesme rigida en la costa del Pacifico"
"129","Coilodesme rigida","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Coilodesme rigida en la costa del Pacifico","Primer registro  Coilodesme rigida en la costa del Pacifico"
"130","Asperococcus fistulosus","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Asperococcus fistulosus en la costa del Pacifico","Primer registro  Asperococcus fistulosus en la costa del Pacifico"
"131","Halorhipis winstonii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Halorhipis winstonii en la costa del Pacifico","Primer registro  Halorhipis winstonii en la costa del Pacifico"
"132","Melanosiphon intestinalis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Melanosiphon intestinalis en la costa del Pacifico","Primer registro  Melanosiphon intestinalis en la costa del Pacifico"
"133","Punctaria hesperia","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Punctaria hesperia en la costa del Pacifico","Primer registro  Punctaria hesperia en la costa del Pacifico"
"134","Soranthera ulvoidea","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Soranthera ulvoidea en la costa del Pacifico","Primer registro  Soranthera ulvoidea en la costa del Pacifico"
"135","Carpomitra costata","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Carpomitra costata en la costa del Pacifico","Primer registro  Carpomitra costata en la costa del Pacifico"
"136","Sporochnus bolleanus","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sporochnus bolleanus en la costa del Pacifico","Primer registro  Sporochnus bolleanus en la costa del Pacifico"
"137","Sporochnus pedunculatus","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sporochnus pedunculatus en la costa del Pacifico","Primer registro  Sporochnus pedunculatus en la costa del Pacifico"
"138","Desmarestia herbacea","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Desmarestia herbacea en la costa del Pacifico","Primer registro  Desmarestia herbacea en la costa del Pacifico"
"139","Desmarestia latifrons","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Desmarestia latifrons en la costa del Pacifico","Primer registro  Desmarestia latifrons en la costa del Pacifico"
"140","Desmarestia mexicana","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Desmarestia mexicana en la costa del Pacifico","Primer registro  Desmarestia mexicana en la costa del Pacifico"
"141","Desmarestia tabacoides","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Desmarestia tabacoides en la costa del Pacifico","Primer registro  Desmarestia tabacoides en la costa del Pacifico"
"142","Desmarestia viridis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Desmarestia viridis en la costa del Pacifico","Primer registro  Desmarestia viridis en la costa del Pacifico"
"143","Egregia australis","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Egregia australis en la costa del Pacifico","Primer registro  Egregia australis en la costa del Pacifico"
"144","Egregia laevi","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Egregia laevi en la costa del Pacifico","Primer registro  Egregia laevi en la costa del Pacifico"
"145","Egregia menziesii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Egregia menziesii en la costa del Pacifico","Primer registro  Egregia menziesii en la costa del Pacifico"
"146","Eisenia arborea","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Eisenia arborea en la costa del Pacifico","Primer registro  Eisenia arborea en la costa del Pacifico"
"147","Eisenia desmarestioides","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Eisenia desmarestioides en la costa del Pacifico","Primer registro  Eisenia desmarestioides en la costa del Pacifico"
"148","Pterygophora californica","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Pterygophora californica en la costa del Pacifico","Primer registro  Pterygophora californica en la costa del Pacifico"
"149","Undaria pinnatifida","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Undaria pinnatifida en la costa del Pacifico","Primer registro  Undaria pinnatifida en la costa del Pacifico"
"150","Agarum fimbriatum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Agarum fimbriatum en la costa del Pacifico","Primer registro  Agarum fimbriatum en la costa del Pacifico"
"151","Laminaria farlowii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Laminaria farlowii en la costa del Pacifico","Primer registro  Laminaria farlowii en la costa del Pacifico"
"152","Laminaria setchellii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Laminaria setchellii en la costa del Pacifico","Primer registro  Laminaria setchellii en la costa del Pacifico"
"153","Dictyoneurum reticulatum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Dictyoneurum reticulatum en la costa del Pacifico","Primer registro  Dictyoneurum reticulatum en la costa del Pacifico"
"154","Macrocystis angustifolia","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Macrocystis angustifolia en la costa del Pacifico","Primer registro  Macrocystis angustifolia en la costa del Pacifico"
"155","Macrocystis pyrifera","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Macrocystis pyrifera en la costa del Pacifico","Primer registro  Macrocystis pyrifera en la costa del Pacifico"
"156","Pelagophycus porra","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Pelagophycus porra en la costa del Pacifico","Primer registro  Pelagophycus porra en la costa del Pacifico"
"157","Cystoseira neglecta","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Cystoseira neglecta en la costa del Pacifico","Primer registro  Cystoseira neglecta en la costa del Pacifico"
"158","Cystoseira setchellii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Cystoseira setchellii en la costa del Pacifico","Primer registro  Cystoseira setchellii en la costa del Pacifico"
"159","Halidrys dioica","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Halidrys dioica en la costa del Pacifico","Primer registro  Halidrys dioica en la costa del Pacifico"
"160","Stolonophora brandegeei","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Stolonophora brandegeei en la costa del Pacifico","Primer registro  Stolonophora brandegeei en la costa del Pacifico"
"161","Hesperophycus californicus","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Hesperophycus californicus en la costa del Pacifico","Primer registro  Hesperophycus californicus en la costa del Pacifico"
"162","Silvetia compressa","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Silvetia compressa en la costa del Pacifico","Primer registro  Silvetia compressa en la costa del Pacifico"
"163","Silvetia compressa","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Silvetia compressa en la costa del Pacifico","Primer registro  Silvetia compressa en la costa del Pacifico"
"164","Sargassum acinacifolium","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum acinacifolium en la costa del Pacifico","Primer registro  Sargassum acinacifolium en la costa del Pacifico"
"165","Sargassum agardhianum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum agardhianum en la costa del Pacifico","Primer registro  Sargassum agardhianum en la costa del Pacifico"
"166","Sargassum brandegeei","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum brandegeei en la costa del Pacifico","Primer registro  Sargassum brandegeei en la costa del Pacifico"
"167","Sargassum filicinum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum filicinum en la costa del Pacifico","Primer registro  Sargassum filicinum en la costa del Pacifico"
"168","Sargassum herporhizum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum herporhizum en la costa del Pacifico","Primer registro  Sargassum herporhizum en la costa del Pacifico"
"169","Sargassum horridum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum horridum en la costa del Pacifico","Primer registro  Sargassum horridum en la costa del Pacifico"
"170","Sargassum howellii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum howellii en la costa del Pacifico","Primer registro  Sargassum howellii en la costa del Pacifico"
"171","Sargassum johnstonii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum johnstonii en la costa del Pacifico","Primer registro  Sargassum johnstonii en la costa del Pacifico"
"172","Sargassum johnstonii (gracile)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum johnstonii (gracile) en la costa del Pacifico","Primer registro  Sargassum johnstonii (gracile) en la costa del Pacifico"
"173","Sargassum macdougalii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum macdougalii en la costa del Pacifico","Primer registro  Sargassum macdougalii en la costa del Pacifico"
"174","Sargassum muticum","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum muticum en la costa del Pacifico","Primer registro  Sargassum muticum en la costa del Pacifico"
"175","Sargassum pacificum (pacificum)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum pacificum (pacificum) en la costa del Pacifico","Primer registro  Sargassum pacificum (pacificum) en la costa del Pacifico"
"176","Sargassum pacificum (megaphyllum)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum pacificum (megaphyllum) en la costa del Pacifico","Primer registro  Sargassum pacificum (megaphyllum) en la costa del Pacifico"
"177","Sargassum palmeri","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum palmeri en la costa del Pacifico","Primer registro  Sargassum palmeri en la costa del Pacifico"
"178","Sargassum sinicola (sinicola)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum sinicola (sinicola) en la costa del Pacifico","Primer registro  Sargassum sinicola (sinicola) en la costa del Pacifico"
"179","Sargassum sinicola (camouii)","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum sinicola (camouii) en la costa del Pacifico","Primer registro  Sargassum sinicola (camouii) en la costa del Pacifico"
"180","Sargassum sonorense","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum sonorense en la costa del Pacifico","Primer registro  Sargassum sonorense en la costa del Pacifico"
"181","Sargassum templetonii","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum templetonii en la costa del Pacifico","Primer registro  Sargassum templetonii en la costa del Pacifico"
"182","Sargassum vizcainense","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum vizcainense en la costa del Pacifico","Primer registro  Sargassum vizcainense en la costa del Pacifico"
"183","Sargassum vizcainense","Distribucion; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Primer Registro; Alga; Bentos; Bentonica; Catalogo; Phaeophycota","Distribucion de Sargassum vizcainense en la costa del Pacifico","Primer registro  Sargassum vizcainense en la costa del Pacifico"
